[2025-05-08 17:23:01] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=760691
[2025-05-08 17:23:01] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 2, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 0.5, 'c2_end': 1.5, 'seed': 760691, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-08 17:23:01] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=760691'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=760691'}
[2025-05-08 17:23:01] Using random seed: 760691
[2025-05-08 17:23:05] HORIZONTE: (2943.6, 3089.8)
[2025-05-08 17:23:05] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:23:05] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-08 17:23:05] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:23:05] Data range: 0 to 80
[2025-05-08 17:23:05] Best of swarm: 2.0723745381290115
[2025-05-08 17:23:05] Best of swarm: 1.874268254926943e-05
[2025-05-08 17:23:05] Best of swarm: 6.337357839147585e-06
[2025-05-08 17:23:06] Best of swarm: 9.844521908044901e-07
[2025-05-08 17:23:06] Best of swarm: 9.615666910846901e-08
[2025-05-08 17:23:07] Best of swarm: 2.533663588713569e-06
[2025-05-08 17:23:07] Best of swarm: 1.8046548578892858
[2025-05-08 17:23:07] Best of swarm: 1.9501653720693847e-08
[2025-05-08 17:23:08] Best of swarm: 6.122582391233339e-07
[2025-05-08 17:23:08] Best of swarm: 9.948225624636983e-07
[2025-05-08 17:23:08] Best of swarm: 1.8540421080196328e-06
[2025-05-08 17:23:09] Best of swarm: 2.2154860089346382e-08
[2025-05-08 17:23:10] Best of swarm: 2.4157690022609932
[2025-05-08 17:23:10] Best of swarm: 0.0009993144581792852
[2025-05-08 17:23:10] Best of swarm: 0.0009993588427649543
[2025-05-08 17:23:10] Best of swarm: 0.0009993177928665
[2025-05-08 17:23:11] Best of swarm: 0.0009992487627967371
[2025-05-08 17:23:12] Best of swarm: 0.0009993137733404444
[2025-05-08 17:23:12] Best of swarm: 1.4679125982677055
[2025-05-08 17:23:12] Best of swarm: 1.4007671580157411e-06
[2025-05-08 17:23:12] Best of swarm: 1.508979714077186e-08
[2025-05-08 17:23:13] Best of swarm: 1.3266414058305477e-07
[2025-05-08 17:23:13] Best of swarm: 0.000231519861813251
[2025-05-08 17:23:14] Best of swarm: 2.3264279663017536e-07
[2025-05-08 17:23:14] Best of swarm: 1.4428200101336806
[2025-05-08 17:23:14] Best of swarm: 1.6038621921851873e-06
[2025-05-08 17:23:15] Best of swarm: 1.7578243379355979e-06
[2025-05-08 17:23:15] Best of swarm: 4.02619102727563e-07
[2025-05-08 17:23:15] Best of swarm: 1.904843580100515e-09
[2025-05-08 17:23:16] Best of swarm: 4.0988382387217927e-05
[2025-05-08 17:23:16] Best of swarm: 1.9273058916602177
[2025-05-08 17:23:17] Best of swarm: 1.5405120559886538e-06
[2025-05-08 17:23:17] Best of swarm: 2.1463287569966335e-05
[2025-05-08 17:23:17] Best of swarm: 1.7073866897944676e-06
[2025-05-08 17:23:18] Best of swarm: 3.2666751047882335e-05
[2025-05-08 17:23:19] Best of swarm: 2.676374147401823e-11
[2025-05-08 17:23:19] Best of swarm: 2.1370768476856217
[2025-05-08 17:23:19] Best of swarm: 1.2154369754746305e-07
[2025-05-08 17:23:19] Best of swarm: 1.2316311647619895e-05
[2025-05-08 17:23:20] Best of swarm: 1.0150268122637642e-06
[2025-05-08 17:23:20] Best of swarm: 1.3034743414077593e-05
[2025-05-08 17:23:21] Best of swarm: 2.061558583317512e-06
[2025-05-08 17:23:21] Best of swarm: 2.3121465957113188
[2025-05-08 17:23:21] Best of swarm: 4.3600138764502324e-06
[2025-05-08 17:23:22] Best of swarm: 4.357082664744361e-06
[2025-05-08 17:23:22] Best of swarm: 4.357566623849602e-06
[2025-05-08 17:23:22] Best of swarm: 4.364354407649135e-06
[2025-05-08 17:23:23] Best of swarm: 4.360059112266837e-06
[2025-05-08 17:23:23] Best of swarm: 2.368134509831766
[2025-05-08 17:23:23] Best of swarm: 0.0002627100277003416
[2025-05-08 17:23:24] Best of swarm: 0.0002628496111464733
[2025-05-08 17:23:24] Best of swarm: 0.00026280766665320323
[2025-05-08 17:23:25] Best of swarm: 0.0002627931577762168
[2025-05-08 17:23:26] Best of swarm: 0.00026270619574328863
[2025-05-08 17:23:26] Best of swarm: 2.2361446844634894
[2025-05-08 17:23:26] Best of swarm: 2.168093715861978e-09
[2025-05-08 17:23:26] Best of swarm: 6.213674052766439e-09
[2025-05-08 17:23:27] Best of swarm: 5.733189717917331e-08
[2025-05-08 17:23:27] Best of swarm: 3.727933627466633e-09
[2025-05-08 17:23:28] Best of swarm: 2.052639639670632e-09
[2025-05-08 17:23:28] Best of swarm: 2.148201533349977
[2025-05-08 17:23:28] Best of swarm: 2.2007878854744057e-05
[2025-05-08 17:23:29] Best of swarm: 1.768388084716919e-06
[2025-05-08 17:23:29] Best of swarm: 8.797988291075136e-08
[2025-05-08 17:23:29] Best of swarm: 5.3751450237695395e-06
[2025-05-08 17:23:30] Best of swarm: 8.243578842417278e-11
[2025-05-08 17:23:30] Best of swarm: 2.08708420731012
[2025-05-08 17:23:30] Best of swarm: 8.78800709394754e-06
[2025-05-08 17:23:31] Best of swarm: 0.0002158713650533228
[2025-05-08 17:23:31] Best of swarm: 6.19351673385841e-06
[2025-05-08 17:23:31] Best of swarm: 1.1950313635416176e-07
[2025-05-08 17:23:32] Best of swarm: 3.129865839978874e-11
[2025-05-08 17:23:33] Best of swarm: 1.7412766750441142
[2025-05-08 17:23:33] Best of swarm: 4.4133866792121063e-07
[2025-05-08 17:23:33] Best of swarm: 9.456729099189328e-09
[2025-05-08 17:23:34] Best of swarm: 7.925345950667608e-06
[2025-05-08 17:23:34] Best of swarm: 6.915526674227964e-07
[2025-05-08 17:23:35] Best of swarm: 1.0521728555821064e-08
[2025-05-08 17:23:35] Best of swarm: 1.9852089430423632
[2025-05-08 17:23:35] Best of swarm: 8.616833324614359e-09
[2025-05-08 17:23:36] Best of swarm: 0.0002846974147371778
[2025-05-08 17:23:36] Best of swarm: 1.0092945695106372e-07
[2025-05-08 17:23:36] Best of swarm: 3.9532223044148e-08
[2025-05-08 17:23:37] Best of swarm: 1.0880648199099986e-09
[2025-05-08 17:23:37] Best of swarm: 2.2830437266645265
[2025-05-08 17:23:38] Best of swarm: 2.9591790514163204e-08
[2025-05-08 17:23:38] Best of swarm: 0.00013659444477269597
[2025-05-08 17:23:38] Best of swarm: 1.1785810724706194e-10
[2025-05-08 17:23:38] Best of swarm: 2.4397036477356453e-09
[2025-05-08 17:23:39] Best of swarm: 1.2693309219030887e-11
[2025-05-08 17:23:39] Best of swarm: 2.310626271281798
[2025-05-08 17:23:40] Best of swarm: 3.1672962340643432e-09
[2025-05-08 17:23:40] Best of swarm: 6.694445274534037e-06
[2025-05-08 17:23:40] Best of swarm: 6.640381776459474e-11
[2025-05-08 17:23:40] Best of swarm: 6.703458140749228e-06
[2025-05-08 17:23:41] Best of swarm: 6.6981345688225735e-06
[2025-05-08 17:23:41] Best of swarm: 1.8615175839291427
[2025-05-08 17:23:41] Best of swarm: 1.1725859067009756e-10
[2025-05-08 17:23:42] Best of swarm: 2.519457914630808e-05
[2025-05-08 17:23:42] Best of swarm: 2.067784612293185e-05
[2025-05-08 17:23:42] Best of swarm: 8.387667464502278e-08
[2025-05-08 17:23:43] Best of swarm: 4.551167058614129e-07
[2025-05-08 17:23:44] Best of swarm: 1.692274281380051
[2025-05-08 17:23:44] Best of swarm: 1.4061615827508706e-07
[2025-05-08 17:23:44] Best of swarm: 3.946616954322258e-07
[2025-05-08 17:23:45] Best of swarm: 3.9168960873607143e-05
[2025-05-08 17:23:45] Best of swarm: 3.4770287401571928e-06
[2025-05-08 17:23:46] Best of swarm: 6.64060062317087e-09
[2025-05-08 17:23:46] Best of swarm: 1.692274281380051
[2025-05-08 17:23:46] Best of swarm: 4.151911821693181e-08
[2025-05-08 17:23:46] Best of swarm: 1.623240143321415e-07
[2025-05-08 17:23:47] Best of swarm: 4.088048454357655e-05
[2025-05-08 17:23:47] Best of swarm: 3.487071289578285e-05
[2025-05-08 17:23:48] Best of swarm: 0.00012733640298277272
[2025-05-08 17:23:48] Best of swarm: 1.4844362505091833
[2025-05-08 17:23:48] Best of swarm: 5.504381221377401e-06
[2025-05-08 17:23:49] Best of swarm: 6.373953512299028e-08
[2025-05-08 17:23:49] Best of swarm: 0.000986464781207155
[2025-05-08 17:23:49] Best of swarm: 2.8211283871368565e-06
[2025-05-08 17:23:50] Best of swarm: 4.6772641286607814e-07
