[2025-05-09 04:31:18] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=403687
[2025-05-09 04:31:18] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 2, 'c1_start': 2.0, 'c1_end': 1.0, 'c2_start': 1.0, 'c2_end': 2.0, 'seed': 403687, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 04:31:18] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=403687'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=403687'}
[2025-05-09 04:31:18] Using random seed: 403687
[2025-05-09 04:31:22] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 04:31:22] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:31:22] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 04:31:22] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:31:22] Data range: 0 to 80
[2025-05-09 04:31:22] Best of swarm: 2.0723745381290115
[2025-05-09 04:31:23] Best of swarm: 4.597957705956127e-06
[2025-05-09 04:31:23] Best of swarm: 1.7255016316673834e-11
[2025-05-09 04:31:24] Best of swarm: 0.00018534083692649535
[2025-05-09 04:31:25] Best of swarm: 5.664475665381864e-09
[2025-05-09 04:31:26] Best of swarm: 9.892204101265877e-08
[2025-05-09 04:31:27] Best of swarm: 1.8046548578892858
[2025-05-09 04:31:27] Best of swarm: 7.739186320664617e-08
[2025-05-09 04:31:28] Best of swarm: 3.583798839277532e-06
[2025-05-09 04:31:28] Best of swarm: 1.412616370788709e-06
[2025-05-09 04:31:29] Best of swarm: 0.0001028152696984855
[2025-05-09 04:31:31] Best of swarm: 7.685366554359367e-08
[2025-05-09 04:31:31] Best of swarm: 2.4157690022609932
[2025-05-09 04:31:31] Best of swarm: 0.0009993144581792852
[2025-05-09 04:31:32] Best of swarm: 0.0009993588427649543
[2025-05-09 04:31:33] Best of swarm: 0.0009993177928665
[2025-05-09 04:31:33] Best of swarm: 0.0009992487627967371
[2025-05-09 04:31:35] Best of swarm: 0.0009993137733404444
[2025-05-09 04:31:35] Best of swarm: 1.4679125982677055
[2025-05-09 04:31:35] Best of swarm: 2.5491857130560806e-06
[2025-05-09 04:31:36] Best of swarm: 7.10555069105507e-08
[2025-05-09 04:31:37] Best of swarm: 1.1654571159736852e-09
[2025-05-09 04:31:37] Best of swarm: 1.4629031985103155e-11
[2025-05-09 04:31:39] Best of swarm: 1.1706636998731849e-06
[2025-05-09 04:31:39] Best of swarm: 1.4428200101336806
[2025-05-09 04:31:39] Best of swarm: 4.038228148182282e-06
[2025-05-09 04:31:40] Best of swarm: 9.43747136690677e-05
[2025-05-09 04:31:41] Best of swarm: 6.277950328942116e-08
[2025-05-09 04:31:41] Best of swarm: 6.827565052654189e-06
[2025-05-09 04:31:43] Best of swarm: 5.720174963246158e-06
[2025-05-09 04:31:43] Best of swarm: 1.9273058916602177
[2025-05-09 04:31:43] Best of swarm: 2.1464314530720167e-10
[2025-05-09 04:31:44] Best of swarm: 4.0737843855902786e-07
[2025-05-09 04:31:45] Best of swarm: 6.273400807664297e-08
[2025-05-09 04:31:45] Best of swarm: 1.2457662378592488e-11
[2025-05-09 04:31:47] Best of swarm: 7.308988867531432e-08
[2025-05-09 04:31:47] Best of swarm: 2.1370768476856217
[2025-05-09 04:31:48] Best of swarm: 2.3802110232948117e-09
[2025-05-09 04:31:48] Best of swarm: 2.4422122030019523e-07
[2025-05-09 04:31:49] Best of swarm: 1.2060736153882939e-08
[2025-05-09 04:31:50] Best of swarm: 1.4566091351426827e-07
[2025-05-09 04:31:51] Best of swarm: 1.3405622266852033e-07
[2025-05-09 04:31:52] Best of swarm: 2.3121465957113188
[2025-05-09 04:31:52] Best of swarm: 3.621155957247115e-09
[2025-05-09 04:31:53] Best of swarm: 5.949203444024768e-10
[2025-05-09 04:31:53] Best of swarm: 1.922628000123243e-08
[2025-05-09 04:31:54] Best of swarm: 2.0217444475950532e-07
[2025-05-09 04:31:55] Best of swarm: 2.2549992134889002e-07
[2025-05-09 04:31:56] Best of swarm: 2.368134509831766
[2025-05-09 04:31:56] Best of swarm: 0.0002628268486165779
[2025-05-09 04:31:57] Best of swarm: 0.0002628496111464733
[2025-05-09 04:31:57] Best of swarm: 0.0002628285587863548
[2025-05-09 04:31:58] Best of swarm: 0.0002627931577762168
[2025-05-09 04:32:00] Best of swarm: 0.000262826497402358
[2025-05-09 04:32:00] Best of swarm: 2.2361446844634894
[2025-05-09 04:32:00] Best of swarm: 4.016741697085947e-11
[2025-05-09 04:32:01] Best of swarm: 4.4930800520627604e-07
[2025-05-09 04:32:02] Best of swarm: 5.2562996688135996e-08
[2025-05-09 04:32:02] Best of swarm: 5.448953575731305e-11
[2025-05-09 04:32:04] Best of swarm: 1.6364512892244745e-10
[2025-05-09 04:32:04] Best of swarm: 2.148201533349977
[2025-05-09 04:32:05] Best of swarm: 7.512936239325551e-09
[2025-05-09 04:32:05] Best of swarm: 9.878482315683636e-10
[2025-05-09 04:32:06] Best of swarm: 7.902046277920493e-08
[2025-05-09 04:32:06] Best of swarm: 9.68711624634582e-08
[2025-05-09 04:32:08] Best of swarm: 1.4524727611242387e-08
[2025-05-09 04:32:09] Best of swarm: 2.08708420731012
[2025-05-09 04:32:09] Best of swarm: 1.1173665771162231e-08
[2025-05-09 04:32:10] Best of swarm: 7.044433979794577e-05
[2025-05-09 04:32:10] Best of swarm: 4.66477410076647e-07
[2025-05-09 04:32:11] Best of swarm: 1.6465307294001274e-07
[2025-05-09 04:32:13] Best of swarm: 4.971048745482447e-10
[2025-05-09 04:32:13] Best of swarm: 1.7412766750441142
[2025-05-09 04:32:13] Best of swarm: 4.2654166122950006e-05
[2025-05-09 04:32:14] Best of swarm: 4.5943767938353153e-07
[2025-05-09 04:32:15] Best of swarm: 6.665697386257676e-10
[2025-05-09 04:32:15] Best of swarm: 2.438020964166597e-06
[2025-05-09 04:32:17] Best of swarm: 1.241425573454785e-10
[2025-05-09 04:32:17] Best of swarm: 1.9852089430423632
[2025-05-09 04:32:17] Best of swarm: 1.1188007978533917e-07
[2025-05-09 04:32:18] Best of swarm: 1.2743327652606875e-10
[2025-05-09 04:32:19] Best of swarm: 5.792519249220585e-09
[2025-05-09 04:32:19] Best of swarm: 0.0001967275291223493
[2025-05-09 04:32:21] Best of swarm: 1.0436014770973703e-06
[2025-05-09 04:32:21] Best of swarm: 2.2830437266645265
[2025-05-09 04:32:22] Best of swarm: 5.091838826894309e-06
[2025-05-09 04:32:22] Best of swarm: 9.085590957900316e-11
[2025-05-09 04:32:23] Best of swarm: 3.25984050770611e-05
[2025-05-09 04:32:24] Best of swarm: 1.4467129048693717e-10
[2025-05-09 04:32:25] Best of swarm: 3.970086581279951e-12
[2025-05-09 04:32:26] Best of swarm: 2.310626271281798
[2025-05-09 04:32:26] Best of swarm: 8.924239494428397e-10
[2025-05-09 04:32:27] Best of swarm: 9.542176270260253e-09
[2025-05-09 04:32:27] Best of swarm: 2.5903233933456523e-07
[2025-05-09 04:32:28] Best of swarm: 1.1072264636467712e-07
[2025-05-09 04:32:30] Best of swarm: 3.4394862585846966e-10
[2025-05-09 04:32:30] Best of swarm: 1.8615175839291427
[2025-05-09 04:32:30] Best of swarm: 1.2601003932415875e-07
[2025-05-09 04:32:31] Best of swarm: 4.08416172298642e-09
[2025-05-09 04:32:32] Best of swarm: 1.6380330141898993e-09
[2025-05-09 04:32:32] Best of swarm: 4.808688148549296e-13
[2025-05-09 04:32:34] Best of swarm: 5.0510323130256286e-05
[2025-05-09 04:32:34] Best of swarm: 1.692274281380051
[2025-05-09 04:32:34] Best of swarm: 4.6621132703689054e-05
[2025-05-09 04:32:35] Best of swarm: 6.253270547559792e-08
[2025-05-09 04:32:36] Best of swarm: 6.231899182664572e-14
[2025-05-09 04:32:36] Best of swarm: 8.427346745267666e-10
[2025-05-09 04:32:38] Best of swarm: 2.343083453016847e-08
[2025-05-09 04:32:38] Best of swarm: 1.692274281380051
[2025-05-09 04:32:39] Best of swarm: 9.954082198050528e-07
[2025-05-09 04:32:39] Best of swarm: 0.0003227518977633383
[2025-05-09 04:32:40] Best of swarm: 0.00010782642473575576
[2025-05-09 04:32:40] Best of swarm: 5.339516071615646e-05
[2025-05-09 04:32:42] Best of swarm: 7.935697967670588e-10
[2025-05-09 04:32:42] Best of swarm: 1.4844362505091833
[2025-05-09 04:32:43] Best of swarm: 8.31423156005026e-06
[2025-05-09 04:32:44] Best of swarm: 7.619026510787036e-08
[2025-05-09 04:32:44] Best of swarm: 8.293227904853142e-06
[2025-05-09 04:32:45] Best of swarm: 2.906192932942971e-05
[2025-05-09 04:32:46] Best of swarm: 0.00011668851710216914
[2025-05-09 04:32:47] Best of swarm: 1.5469748315288199
[2025-05-09 04:32:47] Best of swarm: 8.152804821586792e-07
[2025-05-09 04:32:48] Best of swarm: 2.047634584562066e-05
[2025-05-09 04:32:48] Best of swarm: 1.8609257224398005e-05
[2025-05-09 04:32:49] Best of swarm: 6.252445212107061e-07
[2025-05-09 04:32:51] Best of swarm: 1.6786731576404e-05
[2025-05-09 04:32:51] Best of swarm: 1.6001603073404849
[2025-05-09 04:32:51] Best of swarm: 1.5410159761691127e-08
[2025-05-09 04:32:52] Best of swarm: 0.0001810585532509427
[2025-05-09 04:32:53] Best of swarm: 6.270125455090593e-07
[2025-05-09 04:32:53] Best of swarm: 1.2237453855882577e-11
[2025-05-09 04:32:55] Best of swarm: 1.9179425256548878e-05
[2025-05-09 04:32:55] Best of swarm: 1.6439712677159868
[2025-05-09 04:32:55] Best of swarm: 1.8308111907066057e-08
[2025-05-09 04:32:56] Best of swarm: 1.99788090568186e-08
[2025-05-09 04:32:57] Best of swarm: 2.026236868537122e-11
[2025-05-09 04:32:57] Best of swarm: 1.125543596769314e-06
[2025-05-09 04:32:59] Best of swarm: 0.001953159805285885
[2025-05-09 04:32:59] Best of swarm: 1.8751863282243466
[2025-05-09 04:33:00] Best of swarm: 0.00010968327185854082
[2025-05-09 04:33:00] Best of swarm: 1.981225528860861e-08
[2025-05-09 04:33:01] Best of swarm: 7.069181093129932e-10
[2025-05-09 04:33:01] Best of swarm: 3.0606717010390214e-07
[2025-05-09 04:33:03] Best of swarm: 7.245432628461538e-10
[2025-05-09 04:33:04] Best of swarm: 2.0537023205452463
[2025-05-09 04:33:04] Best of swarm: 5.301675374885066e-08
[2025-05-09 04:33:05] Best of swarm: 2.834997103109429e-08
[2025-05-09 04:33:05] Best of swarm: 4.080916205140041e-12
[2025-05-09 04:33:06] Best of swarm: 2.566510614412565e-07
[2025-05-09 04:33:08] Best of swarm: 1.8832447918874086e-07
[2025-05-09 04:33:08] Best of swarm: 1.8240512896743788
[2025-05-09 04:33:08] Best of swarm: 0.00040150085951419913
[2025-05-09 04:33:09] Best of swarm: 1.0840546576140555e-08
[2025-05-09 04:33:10] Best of swarm: 1.7362734227701227e-10
[2025-05-09 04:33:10] Best of swarm: 2.5279403981163774e-09
[2025-05-09 04:33:12] Best of swarm: 4.325319304516808e-07
[2025-05-09 04:33:12] Best of swarm: 1.827564473191132
[2025-05-09 04:33:12] Best of swarm: 8.469486852981295e-09
[2025-05-09 04:33:13] Best of swarm: 6.863152402512604e-05
[2025-05-09 04:33:14] Best of swarm: 1.7344019466460445e-05
[2025-05-09 04:33:14] Best of swarm: 4.4702827291009054e-05
[2025-05-09 04:33:16] Best of swarm: 9.334296349393024e-06
[2025-05-09 04:33:16] Best of swarm: 1.7949955219967386
[2025-05-09 04:33:16] Best of swarm: 2.019716964288287e-07
[2025-05-09 04:33:17] Best of swarm: 6.12962084813711e-11
[2025-05-09 04:33:18] Best of swarm: 9.628766415481716e-08
[2025-05-09 04:33:18] Best of swarm: 0.0004562350551870881
[2025-05-09 04:33:20] Best of swarm: 4.827704468637504e-09
[2025-05-09 04:33:20] Best of swarm: 1.7672363738627137
[2025-05-09 04:33:21] Best of swarm: 1.5604592408521577e-09
[2025-05-09 04:33:21] Best of swarm: 1.7190689929116685e-09
[2025-05-09 04:33:22] Best of swarm: 3.6724545761517404e-06
[2025-05-09 04:33:23] Best of swarm: 5.4116702934637725e-08
[2025-05-09 04:33:24] Best of swarm: 3.791981148794991e-05
[2025-05-09 04:33:25] Best of swarm: 1.7560872686547422
[2025-05-09 04:33:25] Best of swarm: 6.132510413838037e-07
[2025-05-09 04:33:26] Best of swarm: 4.445040622329851e-08
[2025-05-09 04:33:26] Best of swarm: 6.61851147593582e-10
[2025-05-09 04:33:27] Best of swarm: 2.840374361430376e-16
[2025-05-09 04:33:29] Best of swarm: 0.0011773520169427697
[2025-05-09 04:33:29] Best of swarm: 2.0285576505856873
[2025-05-09 04:33:29] Best of swarm: 1.6945726607846083e-06
[2025-05-09 04:33:30] Best of swarm: 2.129038391025257e-10
[2025-05-09 04:33:31] Best of swarm: 1.3278864680614606e-06
[2025-05-09 04:33:31] Best of swarm: 3.769124883854854e-07
[2025-05-09 04:33:33] Best of swarm: 5.9987856151276725e-05
[2025-05-09 04:33:33] Best of swarm: 2.017747604921332
[2025-05-09 04:33:33] Best of swarm: 7.241788828485027e-07
[2025-05-09 04:33:34] Best of swarm: 2.9355440200667685e-07
[2025-05-09 04:33:35] Best of swarm: 2.88068577819979e-10
[2025-05-09 04:33:35] Best of swarm: 2.0207823375819424e-08
[2025-05-09 04:33:37] Best of swarm: 3.305609945895965e-05
[2025-05-09 04:33:37] Best of swarm: 2.001020816652991
[2025-05-09 04:33:38] Best of swarm: 8.959855679137043e-06
[2025-05-09 04:33:38] Best of swarm: 8.635705533906554e-08
[2025-05-09 04:33:39] Best of swarm: 1.1843549410169095e-06
[2025-05-09 04:33:39] Best of swarm: 1.7397343611371072e-10
[2025-05-09 04:33:41] Best of swarm: 1.1415018749572796e-06
[2025-05-09 04:33:41] Best of swarm: 1.9739531476061998
[2025-05-09 04:33:42] Best of swarm: 9.21678601289858e-09
[2025-05-09 04:33:42] Best of swarm: 1.223904334957141e-09
[2025-05-09 04:33:43] Best of swarm: 2.0296757685108235e-10
[2025-05-09 04:33:44] Best of swarm: 5.793094494608243e-05
[2025-05-09 04:33:45] Best of swarm: 4.778971145982458e-11
[2025-05-09 04:33:46] Best of swarm: 1.9079190496469316
[2025-05-09 04:33:46] Best of swarm: 2.2189965757520147e-14
[2025-05-09 04:33:47] Best of swarm: 1.150852570505589e-07
[2025-05-09 04:33:47] Best of swarm: 1.7569809816621428e-07
[2025-05-09 04:33:48] Best of swarm: 2.310523460061542e-05
[2025-05-09 04:33:50] Best of swarm: 1.8535236842692385e-05
[2025-05-09 04:33:50] Best of swarm: 1.8081493214060378
[2025-05-09 04:33:50] Best of swarm: 1.9473354057345492e-08
[2025-05-09 04:33:51] Best of swarm: 2.1471624098917087e-07
[2025-05-09 04:33:52] Best of swarm: 0.00019357787792458983
[2025-05-09 04:33:52] Best of swarm: 1.0649905725531127e-11
[2025-05-09 04:33:54] Best of swarm: 1.4700896578884511e-07
[2025-05-09 04:33:54] Best of swarm: 1.8522513978084036
[2025-05-09 04:33:54] Best of swarm: 5.256013390080763e-06
[2025-05-09 04:33:55] Best of swarm: 0.00012822290701792346
[2025-05-09 04:33:56] Best of swarm: 0.0005130789213932596
[2025-05-09 04:33:56] Best of swarm: 7.042891354286413e-07
[2025-05-09 04:33:58] Best of swarm: 1.2468647192276126e-05
[2025-05-09 04:33:58] Best of swarm: 3.5947190373952425
[2025-05-09 04:33:58] Best of swarm: 0.13936180109373675
[2025-05-09 04:33:59] Best of swarm: 0.13936232523523528
[2025-05-09 04:34:00] Best of swarm: 0.13936184047372321
[2025-05-09 04:34:00] Best of swarm: 0.13936102527159672
[2025-05-09 04:34:02] Best of swarm: 0.13936179300633084
[2025-05-09 04:34:02] Best of swarm: 2.4058318859120638
[2025-05-09 04:34:03] Best of swarm: 0.0008072380717766624
[2025-05-09 04:34:03] Best of swarm: 0.0008072779634676253
[2025-05-09 04:34:04] Best of swarm: 0.0008072410689018122
[2025-05-09 04:34:04] Best of swarm: 0.0008071790266885946
[2025-05-09 04:34:06] Best of swarm: 0.0008072374562624181
[2025-05-09 04:34:06] Best of swarm: 1.9719866734048708
[2025-05-09 04:34:07] Best of swarm: 5.038207002974761e-15
[2025-05-09 04:34:07] Best of swarm: 2.5746221222226365e-08
[2025-05-09 04:34:08] Best of swarm: 1.372681593629365e-09
[2025-05-09 04:34:09] Best of swarm: 7.753973938701977e-07
[2025-05-09 04:34:10] Best of swarm: 2.121813621542194e-09
[2025-05-09 04:34:11] Best of swarm: 2.0129208818609627
[2025-05-09 04:34:11] Best of swarm: 2.765937031996593e-09
[2025-05-09 04:34:12] Best of swarm: 9.60762028954827e-10
[2025-05-09 04:34:12] Best of swarm: 1.927969751485107e-08
[2025-05-09 04:34:13] Best of swarm: 1.2472601236225052e-09
[2025-05-09 04:34:15] Best of swarm: 1.1477785756226358e-07
[2025-05-09 04:34:15] Best of swarm: 2.023718007525318
[2025-05-09 04:34:15] Best of swarm: 5.059284701285523e-10
[2025-05-09 04:34:16] Best of swarm: 4.856651675413306e-10
[2025-05-09 04:34:17] Best of swarm: 9.740894718577252e-05
[2025-05-09 04:34:17] Best of swarm: 8.350661683454769e-07
[2025-05-09 04:34:19] Best of swarm: 3.3568780354943357e-07
[2025-05-09 04:34:19] Best of swarm: 2.070071859041779
[2025-05-09 04:34:20] Best of swarm: 7.586477303337092e-09
[2025-05-09 04:34:20] Best of swarm: 3.477351798175509e-08
[2025-05-09 04:34:21] Best of swarm: 2.6469057831400784e-06
[2025-05-09 04:34:22] Best of swarm: 7.604693502651796e-12
[2025-05-09 04:34:23] Best of swarm: 5.231208577302729e-06
[2025-05-09 04:34:24] Best of swarm: 2.1195703545313775
[2025-05-09 04:34:24] Best of swarm: 4.5652973401475244e-10
[2025-05-09 04:34:25] Best of swarm: 6.507915971764935e-10
[2025-05-09 04:34:26] Best of swarm: 7.922512667231785e-10
[2025-05-09 04:34:26] Best of swarm: 1.243864730283995e-06
[2025-05-09 04:34:28] Best of swarm: 4.296018199419783e-08
[2025-05-09 04:34:28] Best of swarm: 2.0902637010550653
[2025-05-09 04:34:28] Best of swarm: 1.81075976380522e-05
[2025-05-09 04:34:29] Best of swarm: 2.83453747996429e-08
[2025-05-09 04:34:29] Best of swarm: 2.418714356166663e-12
[2025-05-09 04:34:30] Best of swarm: 8.706597244992919e-07
[2025-05-09 04:34:31] Best of swarm: 5.782743811139196e-05
[2025-05-09 04:34:32] Best of swarm: 1.9576890842237624
[2025-05-09 04:34:32] Best of swarm: 6.917115364516747e-07
[2025-05-09 04:34:33] Best of swarm: 9.980112895733725e-07
[2025-05-09 04:34:33] Best of swarm: 1.5526322937054547e-09
[2025-05-09 04:34:34] Best of swarm: 4.772262082536417e-11
[2025-05-09 04:34:36] Best of swarm: 4.158370696812989e-05
[2025-05-09 04:34:36] Best of swarm: 1.9001917528416183
[2025-05-09 04:34:36] Best of swarm: 6.350159006452653e-12
[2025-05-09 04:34:37] Best of swarm: 2.0567620806844421e-07
[2025-05-09 04:34:38] Best of swarm: 4.405221452931922e-07
[2025-05-09 04:34:38] Best of swarm: 2.98583596294974e-08
[2025-05-09 04:34:40] Best of swarm: 2.0465363455330704e-05
[2025-05-09 04:34:40] Best of swarm: 1.9641305765995563
[2025-05-09 04:34:40] Best of swarm: 1.301202947318077e-12
[2025-05-09 04:34:41] Best of swarm: 2.3548618860399872e-11
[2025-05-09 04:34:42] Best of swarm: 4.3643487132089556e-07
[2025-05-09 04:34:42] Best of swarm: 3.321782241352493e-08
[2025-05-09 04:34:44] Best of swarm: 9.101140996255588e-06
[2025-05-09 04:34:44] Best of swarm: 2.004417235283841
[2025-05-09 04:34:45] Best of swarm: 4.152733785592736e-11
[2025-05-09 04:34:45] Best of swarm: 2.0067900953388857e-10
[2025-05-09 04:34:46] Best of swarm: 1.368405004052896e-07
[2025-05-09 04:34:47] Best of swarm: 2.3704670441640967e-08
[2025-05-09 04:34:48] Best of swarm: 1.921803397594901e-06
[2025-05-09 04:34:49] Best of swarm: 2.039682201135947
[2025-05-09 04:34:49] Best of swarm: 4.742080327141984e-07
[2025-05-09 04:34:50] Best of swarm: 1.6635769229192247e-10
[2025-05-09 04:34:50] Best of swarm: 5.879928849882428e-07
[2025-05-09 04:34:51] Best of swarm: 1.5248789937438156e-12
[2025-05-09 04:34:53] Best of swarm: 9.841071207449272e-10
[2025-05-09 04:34:53] Best of swarm: 2.0784251607329973
[2025-05-09 04:34:53] Best of swarm: 2.6783939786153576e-08
[2025-05-09 04:34:54] Best of swarm: 1.4136085129736255e-12
[2025-05-09 04:34:55] Best of swarm: 2.7326352626243156e-10
[2025-05-09 04:34:55] Best of swarm: 1.5996496416981108e-09
[2025-05-09 04:34:57] Best of swarm: 1.7585106210313438e-05
[2025-05-09 04:34:57] Best of swarm: 3.132809481156098
[2025-05-09 04:34:57] Best of swarm: 0.06116319337913244
[2025-05-09 04:34:58] Best of swarm: 0.0611635406129019
[2025-05-09 04:34:59] Best of swarm: 0.0611632194676126
[2025-05-09 04:34:59] Best of swarm: 0.061162679412337564
[2025-05-09 04:35:01] Best of swarm: 0.06116318802138251
[2025-05-09 04:35:01] Best of swarm: 2.659099095091712
[2025-05-09 04:35:01] Best of swarm: 0.01166657818354239
[2025-05-09 04:35:02] Best of swarm: 0.011666729835989171
[2025-05-09 04:35:03] Best of swarm: 0.011666589577523909
[2025-05-09 04:35:03] Best of swarm: 0.011666353712379122
[2025-05-09 04:35:05] Best of swarm: 0.011666575843578806
[2025-05-09 04:35:05] Best of swarm: 2.4808594585290438
[2025-05-09 04:35:06] Best of swarm: 0.0027470109697965033
[2025-05-09 04:35:06] Best of swarm: 0.002747084558197763
[2025-05-09 04:35:07] Best of swarm: 0.0027470164986371413
[2025-05-09 04:35:08] Best of swarm: 0.0027469020474998325
[2025-05-09 04:35:09] Best of swarm: 0.002747009834347785
[2025-05-09 04:35:10] Best of swarm: 2.212877683362971
[2025-05-09 04:35:10] Best of swarm: 1.335827840401321e-06
[2025-05-09 04:35:11] Best of swarm: 2.0550063549862906e-14
[2025-05-09 04:35:11] Best of swarm: 8.483929936910687e-09
[2025-05-09 04:35:12] Best of swarm: 1.554675142526e-06
[2025-05-09 04:35:14] Best of swarm: 1.939151959453201e-08
[2025-05-09 04:35:14] Best of swarm: 2.1728954237659197
[2025-05-09 04:35:14] Best of swarm: 4.171746001393061e-08
[2025-05-09 04:35:15] Best of swarm: 3.636038188215611e-10
[2025-05-09 04:35:16] Best of swarm: 1.4666803040358665e-11
[2025-05-09 04:35:16] Best of swarm: 1.1880264802319857e-05
[2025-05-09 04:35:18] Best of swarm: 1.6594920941810507e-05
[2025-05-09 04:35:18] Best of swarm: 2.0666202404109306
[2025-05-09 04:35:18] Best of swarm: 5.104530378473206e-08
[2025-05-09 04:35:19] Best of swarm: 1.942355587060612e-07
[2025-05-09 04:35:20] Best of swarm: 0.0006788902289774075
[2025-05-09 04:35:20] Best of swarm: 3.1730981829858545e-16
[2025-05-09 04:35:22] Best of swarm: 1.465159243150295e-07
[2025-05-09 04:35:22] Best of swarm: 1.9345316786937243
[2025-05-09 04:35:23] Best of swarm: 7.01261721693322e-08
[2025-05-09 04:35:23] Best of swarm: 9.099323568171403e-07
[2025-05-09 04:35:24] Best of swarm: 1.459937355113083e-08
[2025-05-09 04:35:25] Best of swarm: 5.105411199371522e-08
[2025-05-09 04:35:26] Best of swarm: 3.1418412450500955e-05
[2025-05-09 04:35:27] Best of swarm: 1.8858826587746051
