   1.5000000e+00   4.8200000e-02	4.50502352
   1.5003048e+00   4.8900000e-02	4.49142154
   1.5006096e+00   5.3900000e-02    4.3979893 
   1.5009144e+00   6.2600000e-02    4.24929716
   1.5012192e+00   6.0500000e-02    4.28371698
   1.5015240e+00   5.5100000e-02    4.37648381
   1.5018288e+00   5.3000000e-02    4.41434386
   1.5021336e+00   5.3000000e-02    4.41434386
   1.5024384e+00   5.3500000e-02    4.40523383
   1.5027432e+00   5.4500000e-02    4.38719413
   1.5030480e+00   5.5000000e-02    4.37826302
   1.5033528e+00   5.5900000e-02    4.36233328
   1.5036576e+00   5.5600000e-02    4.36762248
   1.5039624e+00   5.6500000e-02    4.35181627
   1.5042672e+00   5.6900000e-02    4.34484994
   1.5045720e+00   5.5100000e-02    4.37648381
   1.5048768e+00   5.1900000e-02    4.43460211
   1.5051816e+00   4.7000000e-02    4.52865706
   1.5054864e+00   4.1600000e-02    4.64027746
   1.5057912e+00   3.9700000e-02    4.68176694
   1.5060960e+00   4.3600000e-02    4.59788913
   1.5064008e+00   4.8700000e-02    4.49529417
   1.5067056e+00   5.4100000e-02    4.3943814 
   1.5070104e+00   6.7300000e-02    4.17533018
   1.5073152e+00   8.9800000e-02    3.86958967
   1.5076200e+00   1.2360000e-01    3.51587449
   1.5079248e+00   1.5430000e-01    3.26519053
   1.5082296e+00   1.7280000e-01    3.13665839
   1.5085344e+00   1.7850000e-01    3.09981417
   1.5088392e+00   1.7920000e-01    3.09537133
   1.5091440e+00   1.5920000e-01    3.22971914
   1.5094488e+00   1.2830000e-01    3.47388896
   1.5097536e+00   1.0400000e-01    3.70853729
   1.5100584e+00   1.0880000e-01    3.65848058
   1.5103632e+00   1.3180000e-01    3.44355263
   1.5106680e+00   1.5180000e-01    3.28371658
   1.5109728e+00   1.6080000e-01    3.21836939
   1.5112776e+00   1.5640000e-01    3.24985473
   1.5115824e+00   1.4930000e-01    3.30254329
   1.5118872e+00   1.5470000e-01    3.26225369
   1.5121920e+00   1.8080000e-01    3.08528169
   1.5124968e+00   2.1650000e-01    2.88112915
   1.5128016e+00   2.4310000e-01    2.75052032
   1.5131064e+00   2.4790000e-01    2.72855451
   1.5134112e+00   2.3980000e-01    2.765888  
   1.5137160e+00   2.3470000e-01    2.79008018
   1.5140208e+00   2.3250000e-01    2.80068666
   1.5143256e+00   2.3130000e-01    2.80651639
   1.5146304e+00   2.2800000e-01    2.82271273
   1.5149352e+00   2.2520000e-01    2.83664831
   1.5152400e+00   2.2020000e-01    2.86198869
   1.5155448e+00   1.9690000e-01    2.98852287
   1.5158496e+00   2.3900000e-01    2.76964695
   1.5161544e+00   2.6260000e-01    2.66397256
   1.5164592e+00   2.6190000e-01    2.66696039
   1.5167640e+00   2.5680000e-01    2.68898692
   1.5170688e+00   2.5320000e-01    2.70481496
   1.5173736e+00   2.4960000e-01    2.72088214
   1.5176784e+00   2.4390000e-01    2.74682784
   1.5179832e+00   2.4100000e-01    2.76027419
   1.5182880e+00   2.4590000e-01    2.73765208
   1.5185928e+00   2.5760000e-01    2.68550138
   1.5188976e+00   2.6720000e-01    2.64454535
   1.5192024e+00   2.6880000e-01    2.63787088
   1.5195072e+00   2.6460000e-01    2.65548207
   1.5198120e+00   2.5750000e-01    2.68593645
   1.5201168e+00   2.4580000e-01    2.738109  
   1.5204216e+00   2.1810000e-01    2.87281079
   1.5207264e+00   1.7290000e-01    3.13600154
   1.5210312e+00   1.3100000e-01    3.45041895
   1.5213360e+00   1.1110000e-01    3.63519638
   1.5216408e+00   1.2990000e-01    3.45992519
   1.5219456e+00   1.7450000e-01    3.12554344
   1.5222504e+00   2.2200000e-01    2.85279773
   1.5225552e+00   2.5240000e-01    2.70836454
   1.5228600e+00   2.5540000e-01    2.69511428
   1.5231648e+00   2.3700000e-01    2.77910241
   1.5234696e+00   1.9220000e-01    3.01591056
   1.5237744e+00   1.3400000e-01    3.42487201
   1.5240792e+00   8.7300000e-02    3.90019875
   1.5243840e+00   6.7500000e-02    4.17227206
   1.5246888e+00   5.5600000e-02    4.36762248
   1.5249936e+00   3.7000000e-02    4.74290436
   1.5252984e+00   1.2000000e-02    5.47961773
   1.5256032e+00   1.4000000e-03    5.94575265
   1.5259080e+00   6.0000000e-04    5.98711557
   1.5262128e+00   5.6000000e-03    5.74440205
   1.5265176e+00   2.4400000e-02    5.06870872
   1.5268224e+00   5.9400000e-02    4.30210444
   1.5271272e+00   9.9900000e-02    3.75295361
   1.5274320e+00   1.2290000e-01    3.52225502
   1.5277368e+00   1.1910000e-01    3.55749299
   1.5280416e+00   1.0440000e-01    3.70428771
   1.5283464e+00   9.3700000e-02    3.8232651 
   1.5286512e+00   1.0100000e-01    3.7408808 
   1.5289560e+00   1.2150000e-01    3.53511824
   1.5292608e+00   1.4540000e-01    3.33253469
   1.5295656e+00   1.5930000e-01    3.22900649
   1.5298704e+00   1.6660000e-01    3.17814404
   1.5301752e+00   1.7000000e-01    3.15520649
   1.5304800e+00   1.7200000e-01    3.14192696
   1.5307848e+00   1.7750000e-01    3.10619166
   1.5310896e+00   1.8180000e-01    3.07902139
   1.5313944e+00   1.8350000e-01    3.0684584 
   1.5316992e+00   1.8540000e-01    3.05676943
   1.5320040e+00   1.9390000e-01    3.00592608
   1.5323088e+00   2.0640000e-01    2.93515588
   1.5326136e+00   2.1860000e-01    2.8702243 
   1.5329184e+00   2.2690000e-01    2.828166  
   1.5332232e+00   2.3170000e-01    2.80456964
   1.5335280e+00   2.3020000e-01    2.81188818
   1.5338328e+00   2.1540000e-01    2.88688513
   1.5341376e+00   1.7990000e-01    3.09094596
   1.5344424e+00   1.3370000e-01    3.42740214
   1.5347472e+00   1.0120000e-01    3.73869823
   1.5350520e+00   1.0170000e-01    3.73325847
   1.5353568e+00   1.3580000e-01    3.40980351
   1.5356616e+00   1.8050000e-01    3.08716661
   1.5359664e+00   2.1590000e-01    2.884265  
   1.5362712e+00   2.3460000e-01    2.79056003
   1.5365760e+00   2.4190000e-01    2.75608307
   1.5368808e+00   2.4640000e-01    2.7353704 
   1.5371856e+00   2.4950000e-01    2.72133193
   1.5374904e+00   2.5310000e-01    2.70525801
   1.5377952e+00   2.5460000e-01    2.69863156
   1.5381000e+00   2.5240000e-01    2.70836454
   1.5384048e+00   2.4690000e-01    2.7330936 
   1.5387096e+00   2.4260000e-01    2.75283462
   1.5390144e+00   2.4370000e-01    2.74774977
   1.5393192e+00   2.4920000e-01    2.72268244
   1.5396240e+00   2.5530000e-01    2.6955533 
   1.5399288e+00   2.5530000e-01    2.6955533 
   1.5402336e+00   2.5440000e-01    2.6995127 
   1.5405384e+00   2.5780000e-01    2.68463179
   1.5408432e+00   2.6880000e-01    2.63787088
   1.5411480e+00   2.7950000e-01    2.59428906
   1.5414528e+00   2.8550000e-01    2.57061774
   1.5417576e+00   2.7950000e-01    2.59428906
   1.5420624e+00   2.3680000e-01    2.78005255
   1.5423672e+00   1.6110000e-01    3.21625374
   1.5426720e+00   9.0100000e-02    3.86596555
   1.5429768e+00   5.2100000e-02    4.43089643
   1.5432816e+00   5.1600000e-02    4.44017948
   1.5435864e+00   6.0400000e-02    4.28537823
   1.5438912e+00   6.5100000e-02    4.20944256
   1.5441960e+00   6.7500000e-02    4.17227206
   1.5445008e+00   7.9400000e-02    4.00202936
   1.5448056e+00   1.0980000e-01    3.6483028 
   1.5451104e+00   1.3020000e-01    3.45732506
   1.5454152e+00   1.1370000e-01    3.60939632
   1.5457200e+00   6.7400000e-02    4.17380024
   1.5460248e+00   2.7500000e-02    4.98151508
   1.5463296e+00   4.2000000e-03    5.80875755
   1.5466344e+00   1.0000000e-04    6.01350847
   1.5469392e+00   1.0000000e-04    6.01350847
   1.5472440e+00   1.0000000e-04    6.01350847
   1.5475488e+00   6.4000000e-03    5.70876193
   1.5478536e+00   3.4000000e-02    4.81406779
   1.5481584e+00   5.7100000e-02    4.34138016
   1.5484632e+00   7.0600000e-02    4.12575337
   1.5487680e+00   7.1900000e-02    4.10672338
   1.5490728e+00   6.7000000e-02    4.17993061
   1.5493776e+00   6.6500000e-02    4.18763361
   1.5496824e+00   7.9400000e-02    4.00202936
   1.5499872e+00   1.0690000e-01    3.67805303
   1.5502920e+00   1.4840000e-01    3.30939623
   1.5505968e+00   1.8780000e-01    3.04217702
   1.5509016e+00   2.1400000e-01    2.8942552 
   1.5512064e+00   2.2200000e-01    2.85279773
   1.5515112e+00   2.2620000e-01    2.83165066
   1.5518160e+00   2.3050000e-01    2.81042049
   1.5521208e+00   2.2940000e-01    2.81581182
   1.5524256e+00   2.1390000e-01    2.89478354
   1.5527304e+00   1.8320000e-01    3.07031524
   1.5530352e+00   1.5080000e-01    3.29121069
   1.5533400e+00   1.3060000e-01    3.45386701
   1.5536448e+00   1.3010000e-01    3.45819114
   1.5539496e+00   1.5160000e-01    3.28521153
   1.5542544e+00   1.7990000e-01    3.09094596
   1.5545592e+00   2.0330000e-01    2.95228762
   1.5548640e+00   2.1310000e-01    2.89901954
   1.5551688e+00   2.1460000e-01    2.89109049
   1.5554736e+00   2.1880000e-01    2.86919143
   1.5557784e+00   2.2430000e-01    2.84116604
   1.5560832e+00   2.2270000e-01    2.84924441
   1.5563880e+00   1.9590000e-01    2.9942936 
   1.5566928e+00   1.4480000e-01    3.33721789
   1.5569976e+00   8.8800000e-02    3.8817452 
   1.5573024e+00   5.3700000e-02    4.40160676
   1.5576072e+00   3.6700000e-02    4.74986297
   1.5579120e+00   3.0500000e-02    4.90181774
   1.5582168e+00   3.4000000e-02    4.81406779
   1.5585216e+00   4.7200000e-02    4.52469002
   1.5588264e+00   6.5400000e-02    4.20473904
   1.5591312e+00   9.1400000e-02    3.85037945
   1.5594360e+00   1.1980000e-01    3.5509242 
   1.5597408e+00   1.4160000e-01    3.36251614
   1.5600456e+00   1.4990000e-01    3.29799699
   1.5603504e+00   1.5400000e-01    3.26739807
   1.5606552e+00   1.6180000e-01    3.21133236
   1.5609600e+00   1.7630000e-01    3.1138926 
   1.5612648e+00   1.9470000e-01    3.00125843
   1.5615696e+00   2.1820000e-01    2.872293  
   1.5618744e+00   2.4040000e-01    2.76307742
   1.5621792e+00   2.5190000e-01    2.71058906
   1.5624840e+00   2.5610000e-01    2.69204618
   1.5627888e+00   2.6130000e-01    2.66952812
   1.5630936e+00   2.6850000e-01    2.63911914
   1.5633984e+00   2.7530000e-01    2.61118172
   1.5637032e+00   2.7940000e-01    2.59468813
   1.5640080e+00   2.7580000e-01    2.60915642
   1.5643128e+00   2.5780000e-01    2.68463179
   1.5646176e+00   2.2040000e-01    2.86096362
   1.5649224e+00   1.8700000e-02    5.24381971
   1.5652272e+00   2.5700000e-02    5.03151108
   1.5655320e+00   3.3200000e-02    4.83365832
   1.5658368e+00   3.7100000e-02    4.74059237
   1.5661416e+00   4.2600000e-02    4.61892301
   1.5664464e+00   4.0700000e-02    4.65977806
   1.5667512e+00   3.2000000e-02    4.86355425
   1.5670560e+00   3.3600000e-02    4.82382961
   1.5673608e+00   3.9400000e-02    4.68843101
   1.5676656e+00   4.1100000e-02    4.65107773
   1.5679704e+00   3.4700000e-02    4.79714303
   1.5682752e+00   3.5000000e-02    4.7899504 
   1.5685800e+00   5.3500000e-02    4.40523383
   1.5688848e+00   8.2300000e-02    3.96370622
   1.5691896e+00   1.0760000e-01    3.67080596
   1.5694944e+00   1.3180000e-01    3.44355263
   1.5697992e+00   1.6110000e-01    3.21625374
   1.5701040e+00   1.9070000e-01    3.02479555
   1.5704088e+00   2.1000000e-01    2.91559108
   1.5707136e+00   2.1760000e-01    2.87540345
   1.5710184e+00   2.1710000e-01    2.8780023 
   1.5713232e+00   2.1550000e-01    2.8863606 
   1.5716280e+00   2.1520000e-01    2.88793495
   1.5719328e+00   2.1600000e-01    2.88374173
   1.5722376e+00   2.1880000e-01    2.86919143
   1.5725424e+00   2.1910000e-01    2.86764396
