[2025-05-09 02:32:53] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,1.5]_c2=[0.5,1.5]_seed=36625
[2025-05-09 02:32:53] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 2, 'c1_start': 2.5, 'c1_end': 1.5, 'c2_start': 0.5, 'c2_end': 1.5, 'seed': 36625, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 02:32:53] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,1.5]_c2=[0.5,1.5]_seed=36625'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,1.5]_c2=[0.5,1.5]_seed=36625'}
[2025-05-09 02:32:53] Using random seed: 36625
[2025-05-09 02:32:57] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 02:32:57] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:32:57] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 02:32:57] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:32:57] Data range: 0 to 80
[2025-05-09 02:32:57] Best of swarm: 2.0723745381290115
[2025-05-09 02:32:57] Best of swarm: 2.533503460737779e-07
[2025-05-09 02:32:58] Best of swarm: 9.734989037971451e-06
[2025-05-09 02:32:58] Best of swarm: 3.068348894047596e-07
[2025-05-09 02:32:58] Best of swarm: 1.314846839811049e-05
[2025-05-09 02:32:59] Best of swarm: 1.136080013682313e-09
[2025-05-09 02:32:59] Best of swarm: 1.8046548578892858
[2025-05-09 02:33:00] Best of swarm: 3.180588542588571e-07
[2025-05-09 02:33:00] Best of swarm: 2.4692639292457456e-06
[2025-05-09 02:33:00] Best of swarm: 5.161964437604773e-08
[2025-05-09 02:33:01] Best of swarm: 0.00019139777583382562
[2025-05-09 02:33:02] Best of swarm: 0.000130978159564657
[2025-05-09 02:33:02] Best of swarm: 2.4157690022609932
[2025-05-09 02:33:02] Best of swarm: 0.0009993144581792852
[2025-05-09 02:33:02] Best of swarm: 0.0009991608793823068
[2025-05-09 02:33:03] Best of swarm: 0.0009993177928665
[2025-05-09 02:33:03] Best of swarm: 0.0009992487627967371
[2025-05-09 02:33:04] Best of swarm: 0.0009993137733404444
[2025-05-09 02:33:04] Best of swarm: 1.4679125982677055
[2025-05-09 02:33:04] Best of swarm: 3.0480751547475065e-06
[2025-05-09 02:33:04] Best of swarm: 9.313653855720957e-06
[2025-05-09 02:33:05] Best of swarm: 5.134086749340007e-07
[2025-05-09 02:33:05] Best of swarm: 3.754956385148605e-06
[2025-05-09 02:33:06] Best of swarm: 3.8908334128222364e-09
[2025-05-09 02:33:06] Best of swarm: 1.4428200101336806
[2025-05-09 02:33:06] Best of swarm: 6.371478411073021e-05
[2025-05-09 02:33:07] Best of swarm: 0.0001340453367562865
[2025-05-09 02:33:07] Best of swarm: 9.53654023344282e-09
[2025-05-09 02:33:07] Best of swarm: 4.062224274301468e-05
[2025-05-09 02:33:08] Best of swarm: 3.330469979046191e-08
[2025-05-09 02:33:08] Best of swarm: 1.9273058916602177
[2025-05-09 02:33:08] Best of swarm: 1.481298061047669e-09
[2025-05-09 02:33:09] Best of swarm: 5.6460508057685816e-08
[2025-05-09 02:33:09] Best of swarm: 1.5844668988108505e-08
[2025-05-09 02:33:09] Best of swarm: 8.212678797512331e-08
[2025-05-09 02:33:10] Best of swarm: 5.3118202866588335e-08
[2025-05-09 02:33:10] Best of swarm: 2.1370768476856217
[2025-05-09 02:33:10] Best of swarm: 1.8281217647359364e-06
[2025-05-09 02:33:10] Best of swarm: 1.4996433477610346e-06
[2025-05-09 02:33:11] Best of swarm: 2.175316863797972e-06
[2025-05-09 02:33:11] Best of swarm: 9.942280011807116e-12
[2025-05-09 02:33:12] Best of swarm: 5.775644177556237e-07
[2025-05-09 02:33:12] Best of swarm: 2.3121465957113188
[2025-05-09 02:33:12] Best of swarm: 1.8618757991680857e-06
[2025-05-09 02:33:12] Best of swarm: 4.357082664744361e-06
[2025-05-09 02:33:13] Best of swarm: 4.359793613167593e-06
[2025-05-09 02:33:13] Best of swarm: 4.364354407649135e-06
[2025-05-09 02:33:14] Best of swarm: 3.990104557454131e-06
[2025-05-09 02:33:14] Best of swarm: 2.368134509831766
[2025-05-09 02:33:14] Best of swarm: 0.0002628268486165779
[2025-05-09 02:33:15] Best of swarm: 0.0002628496111464733
[2025-05-09 02:33:15] Best of swarm: 0.0002628285587863548
[2025-05-09 02:33:15] Best of swarm: 0.0002627931577762168
[2025-05-09 02:33:16] Best of swarm: 0.00026273715923690993
[2025-05-09 02:33:16] Best of swarm: 2.2361446844634894
[2025-05-09 02:33:16] Best of swarm: 5.920180617193765e-09
[2025-05-09 02:33:17] Best of swarm: 0.0007446001581981187
[2025-05-09 02:33:17] Best of swarm: 3.0521320069033544e-08
[2025-05-09 02:33:17] Best of swarm: 1.6117385307633378e-06
[2025-05-09 02:33:18] Best of swarm: 0.0007446390621226506
[2025-05-09 02:33:18] Best of swarm: 2.148201533349977
[2025-05-09 02:33:18] Best of swarm: 1.0509142012629387e-07
[2025-05-09 02:33:19] Best of swarm: 4.359709158163134e-07
[2025-05-09 02:33:19] Best of swarm: 1.3160545071877421e-06
[2025-05-09 02:33:19] Best of swarm: 4.1174950556798257e-07
[2025-05-09 02:33:20] Best of swarm: 3.016846124940755e-07
[2025-05-09 02:33:20] Best of swarm: 2.08708420731012
[2025-05-09 02:33:20] Best of swarm: 6.677268444943382e-08
[2025-05-09 02:33:21] Best of swarm: 3.990419748009765e-06
[2025-05-09 02:33:21] Best of swarm: 3.3657674194670384e-08
[2025-05-09 02:33:21] Best of swarm: 1.1950207319025718e-06
[2025-05-09 02:33:22] Best of swarm: 2.479201619827213e-06
[2025-05-09 02:33:22] Best of swarm: 1.7412766750441142
[2025-05-09 02:33:22] Best of swarm: 3.28041785556436e-07
[2025-05-09 02:33:23] Best of swarm: 1.9851911712973838e-05
[2025-05-09 02:33:23] Best of swarm: 5.773459100828363e-10
[2025-05-09 02:33:23] Best of swarm: 9.164797763707646e-05
[2025-05-09 02:33:24] Best of swarm: 1.306851472667917e-07
[2025-05-09 02:33:24] Best of swarm: 1.9852089430423632
[2025-05-09 02:33:24] Best of swarm: 3.0785555369077386e-06
[2025-05-09 02:33:25] Best of swarm: 2.5293611958094695e-09
[2025-05-09 02:33:25] Best of swarm: 1.1224719348481938e-05
[2025-05-09 02:33:25] Best of swarm: 4.5185438523400605e-05
[2025-05-09 02:33:26] Best of swarm: 3.217289174229327e-05
[2025-05-09 02:33:26] Best of swarm: 2.2830437266645265
[2025-05-09 02:33:27] Best of swarm: 0.00013661085466852053
[2025-05-09 02:33:27] Best of swarm: 2.3546078232710522e-07
[2025-05-09 02:33:27] Best of swarm: 0.00013660962171904275
[2025-05-09 02:33:27] Best of swarm: 1.0028362108611968e-07
[2025-05-09 02:33:28] Best of swarm: 0.0001366111078781268
[2025-05-09 02:33:28] Best of swarm: 2.310626271281798
[2025-05-09 02:33:29] Best of swarm: 4.870751844640772e-10
[2025-05-09 02:33:29] Best of swarm: 6.694445274534037e-06
[2025-05-09 02:33:29] Best of swarm: 6.697805493682453e-06
[2025-05-09 02:33:30] Best of swarm: 6.703458140749228e-06
[2025-05-09 02:33:30] Best of swarm: 6.690956404411364e-06
[2025-05-09 02:33:31] Best of swarm: 1.8615175839291427
[2025-05-09 02:33:31] Best of swarm: 9.850725923376684e-08
[2025-05-09 02:33:31] Best of swarm: 1.3152284320417603e-06
[2025-05-09 02:33:31] Best of swarm: 3.1045125597122403e-09
[2025-05-09 02:33:32] Best of swarm: 1.8865110592187912e-06
[2025-05-09 02:33:33] Best of swarm: 3.467671629655277e-05
[2025-05-09 02:33:33] Best of swarm: 1.692274281380051
[2025-05-09 02:33:33] Best of swarm: 1.4978608721440191e-06
[2025-05-09 02:33:33] Best of swarm: 9.520450429575192e-06
[2025-05-09 02:33:33] Best of swarm: 8.056214156254301e-05
[2025-05-09 02:33:34] Best of swarm: 1.9188951584024937e-08
[2025-05-09 02:33:35] Best of swarm: 8.121814905374063e-07
[2025-05-09 02:33:35] Best of swarm: 1.692274281380051
[2025-05-09 02:33:35] Best of swarm: 0.000278402842420699
[2025-05-09 02:33:35] Best of swarm: 7.51276958139062e-07
[2025-05-09 02:33:36] Best of swarm: 9.344238090388106e-09
[2025-05-09 02:33:36] Best of swarm: 3.969971556554009e-06
[2025-05-09 02:33:37] Best of swarm: 4.388804623624651e-05
[2025-05-09 02:33:37] Best of swarm: 1.4844362505091833
[2025-05-09 02:33:37] Best of swarm: 0.0004684555970435721
[2025-05-09 02:33:37] Best of swarm: 0.00012141462719513174
[2025-05-09 02:33:38] Best of swarm: 0.0006891213552193524
[2025-05-09 02:33:38] Best of swarm: 3.0773485976057706e-06
[2025-05-09 02:33:39] Best of swarm: 0.00012816534313726425
[2025-05-09 02:33:39] Best of swarm: 1.5469748315288199
[2025-05-09 02:33:39] Best of swarm: 0.000265548074294124
[2025-05-09 02:33:39] Best of swarm: 3.116782156910688e-06
[2025-05-09 02:33:40] Best of swarm: 1.1621385382627014e-05
[2025-05-09 02:33:40] Best of swarm: 3.566511119111989e-05
[2025-05-09 02:33:41] Best of swarm: 4.512271057745358e-09
[2025-05-09 02:33:41] Best of swarm: 1.6001603073404849
[2025-05-09 02:33:41] Best of swarm: 0.0006102565601993507
[2025-05-09 02:33:41] Best of swarm: 0.00024436806838559413
[2025-05-09 02:33:42] Best of swarm: 0.00010096485045911037
[2025-05-09 02:33:42] Best of swarm: 6.456899433416867e-07
[2025-05-09 02:33:43] Best of swarm: 0.00018021835934398125
[2025-05-09 02:33:43] Best of swarm: 1.6439712677159868
[2025-05-09 02:33:43] Best of swarm: 2.315901556584735e-08
[2025-05-09 02:33:44] Best of swarm: 8.138769691630665e-07
[2025-05-09 02:33:44] Best of swarm: 6.271746543092102e-06
[2025-05-09 02:33:44] Best of swarm: 1.3691589943274414e-05
[2025-05-09 02:33:45] Best of swarm: 6.666863401522836e-05
[2025-05-09 02:33:45] Best of swarm: 1.8751863282243466
[2025-05-09 02:33:45] Best of swarm: 1.584884615116835e-08
[2025-05-09 02:33:46] Best of swarm: 3.8871478293719945e-05
[2025-05-09 02:33:46] Best of swarm: 9.28184961524917e-08
[2025-05-09 02:33:46] Best of swarm: 3.511095864691307e-07
[2025-05-09 02:33:47] Best of swarm: 6.59392158403501e-08
[2025-05-09 02:33:47] Best of swarm: 2.0537023205452463
[2025-05-09 02:33:47] Best of swarm: 5.739693913839402e-10
[2025-05-09 02:33:48] Best of swarm: 1.2866755340580404e-09
[2025-05-09 02:33:48] Best of swarm: 1.4278995575905087e-06
[2025-05-09 02:33:48] Best of swarm: 2.42864447249544e-08
[2025-05-09 02:33:49] Best of swarm: 8.735286506568504e-08
[2025-05-09 02:33:49] Best of swarm: 1.8240512896743788
[2025-05-09 02:33:49] Best of swarm: 2.111115704955544e-09
[2025-05-09 02:33:50] Best of swarm: 6.768286817420595e-07
[2025-05-09 02:33:50] Best of swarm: 1.3539752579773863e-05
[2025-05-09 02:33:50] Best of swarm: 1.6346580278934368e-08
[2025-05-09 02:33:51] Best of swarm: 7.593560778623904e-06
[2025-05-09 02:33:51] Best of swarm: 1.827564473191132
[2025-05-09 02:33:52] Best of swarm: 2.391950486107729e-09
[2025-05-09 02:33:52] Best of swarm: 2.2410967937719187e-10
[2025-05-09 02:33:52] Best of swarm: 2.5750603599104674e-05
[2025-05-09 02:33:52] Best of swarm: 9.040992768847087e-06
[2025-05-09 02:33:53] Best of swarm: 6.040369795660248e-09
[2025-05-09 02:33:53] Best of swarm: 1.7949955219967386
[2025-05-09 02:33:54] Best of swarm: 1.0177593274179038e-06
[2025-05-09 02:33:54] Best of swarm: 5.118721241012333e-07
[2025-05-09 02:33:54] Best of swarm: 4.791030857924282e-06
[2025-05-09 02:33:55] Best of swarm: 7.696375084278088e-09
[2025-05-09 02:33:55] Best of swarm: 3.6095360050934023e-07
[2025-05-09 02:33:56] Best of swarm: 1.7672363738627137
[2025-05-09 02:33:56] Best of swarm: 4.4741276520113986e-07
[2025-05-09 02:33:56] Best of swarm: 4.7335416628431055e-05
[2025-05-09 02:33:56] Best of swarm: 2.7833123280633585e-05
[2025-05-09 02:33:57] Best of swarm: 5.437480601698062e-07
[2025-05-09 02:33:58] Best of swarm: 2.2686114506666967e-08
[2025-05-09 02:33:58] Best of swarm: 1.7560872686547422
[2025-05-09 02:33:58] Best of swarm: 2.2884531374584105e-07
[2025-05-09 02:33:58] Best of swarm: 1.3363854527277906e-07
[2025-05-09 02:33:59] Best of swarm: 4.0429379738745804e-06
[2025-05-09 02:33:59] Best of swarm: 1.933273821013083e-11
[2025-05-09 02:34:00] Best of swarm: 1.6512748405991394e-06
[2025-05-09 02:34:00] Best of swarm: 2.0285576505856873
[2025-05-09 02:34:00] Best of swarm: 5.222718352254228e-06
[2025-05-09 02:34:00] Best of swarm: 8.219033576050001e-06
[2025-05-09 02:34:01] Best of swarm: 6.051094779192416e-07
[2025-05-09 02:34:01] Best of swarm: 3.979439745628373e-06
[2025-05-09 02:34:02] Best of swarm: 2.5047337189975906e-09
[2025-05-09 02:34:02] Best of swarm: 2.017747604921332
[2025-05-09 02:34:02] Best of swarm: 3.354809158796003e-09
[2025-05-09 02:34:02] Best of swarm: 1.0672448040194905e-06
[2025-05-09 02:34:03] Best of swarm: 5.003269495491544e-05
[2025-05-09 02:34:03] Best of swarm: 3.6531338930137196e-08
[2025-05-09 02:34:04] Best of swarm: 8.800194116824893e-06
[2025-05-09 02:34:04] Best of swarm: 2.001020816652991
[2025-05-09 02:34:04] Best of swarm: 6.0773867533161976e-06
[2025-05-09 02:34:04] Best of swarm: 4.7251727805666185e-06
[2025-05-09 02:34:05] Best of swarm: 9.749311422352818e-06
[2025-05-09 02:34:05] Best of swarm: 5.93834710568471e-06
[2025-05-09 02:34:06] Best of swarm: 6.3903737265808635e-06
[2025-05-09 02:34:06] Best of swarm: 1.9739531476061998
[2025-05-09 02:34:06] Best of swarm: 2.1857064448718647e-05
[2025-05-09 02:34:07] Best of swarm: 5.8059151180085513e-08
[2025-05-09 02:34:07] Best of swarm: 1.1736172132729758e-05
[2025-05-09 02:34:07] Best of swarm: 6.486069534800257e-08
[2025-05-09 02:34:08] Best of swarm: 6.016915728052576e-06
[2025-05-09 02:34:08] Best of swarm: 1.9079190496469316
[2025-05-09 02:34:08] Best of swarm: 2.8949705536753176e-05
[2025-05-09 02:34:09] Best of swarm: 5.769104159306048e-07
[2025-05-09 02:34:09] Best of swarm: 8.066961439000287e-08
[2025-05-09 02:34:09] Best of swarm: 5.5824598636336886e-08
[2025-05-09 02:34:10] Best of swarm: 1.4390178946635415e-09
[2025-05-09 02:34:10] Best of swarm: 1.8081493214060378
[2025-05-09 02:34:10] Best of swarm: 8.425630954881116e-05
[2025-05-09 02:34:11] Best of swarm: 9.629873899419659e-09
[2025-05-09 02:34:11] Best of swarm: 1.3321498648053786e-06
[2025-05-09 02:34:11] Best of swarm: 7.831345988321804e-07
[2025-05-09 02:34:12] Best of swarm: 1.3231930147007985e-05
[2025-05-09 02:34:12] Best of swarm: 1.8522513978084036
[2025-05-09 02:34:12] Best of swarm: 1.8868578298853737e-07
[2025-05-09 02:34:13] Best of swarm: 8.0788220441322e-08
[2025-05-09 02:34:13] Best of swarm: 1.4982813201359236e-05
[2025-05-09 02:34:13] Best of swarm: 5.419730926322778e-06
[2025-05-09 02:34:14] Best of swarm: 1.2307235424717056e-06
[2025-05-09 02:34:14] Best of swarm: 3.5947190373952425
[2025-05-09 02:34:15] Best of swarm: 0.13936180109373675
[2025-05-09 02:34:15] Best of swarm: 0.13936232523523528
[2025-05-09 02:34:15] Best of swarm: 0.13936184047372321
[2025-05-09 02:34:15] Best of swarm: 0.13936102527159672
[2025-05-09 02:34:16] Best of swarm: 0.1393592300850321
[2025-05-09 02:34:16] Best of swarm: 2.4058318859120638
[2025-05-09 02:34:17] Best of swarm: 0.0008072380717766624
[2025-05-09 02:34:17] Best of swarm: 0.0008072779634676253
[2025-05-09 02:34:17] Best of swarm: 0.0008072410689018122
[2025-05-09 02:34:18] Best of swarm: 0.0008071790266885946
[2025-05-09 02:34:18] Best of swarm: 0.0008072374562624181
[2025-05-09 02:34:19] Best of swarm: 1.9719866734048708
[2025-05-09 02:34:19] Best of swarm: 8.669960001786176e-06
[2025-05-09 02:34:19] Best of swarm: 1.6923193414113145e-08
[2025-05-09 02:34:19] Best of swarm: 3.6705052056524184e-07
[2025-05-09 02:34:20] Best of swarm: 0.00014007266081657234
[2025-05-09 02:34:21] Best of swarm: 4.2925845420252137e-07
[2025-05-09 02:34:21] Best of swarm: 2.0129208818609627
[2025-05-09 02:34:21] Best of swarm: 1.0227414319913216e-06
[2025-05-09 02:34:21] Best of swarm: 2.0136955795814733e-07
[2025-05-09 02:34:21] Best of swarm: 0.010792719012485887
[2025-05-09 02:34:22] Best of swarm: 3.010994051562509e-06
[2025-05-09 02:34:23] Best of swarm: 9.809771627952301e-08
