[2025-05-09 02:51:05] Starting experiment well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=641582
[2025-05-09 02:51:05] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 20, 'cmode': 1, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 1.5, 'c2_end': 2.5, 'seed': 641582, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 02:51:05] Starting experiment well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=641582'], 'id': 'well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=641582'}
[2025-05-09 02:51:05] Using random seed: 641582
[2025-05-09 02:51:10] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 02:51:10] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:51:10] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 02:51:10] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:51:10] Data range: 0 to 80
[2025-05-09 02:51:10] Best of swarm: 2.0723745381290115
[2025-05-09 02:51:10] Best of swarm: 1.2203853380183064e-05
[2025-05-09 02:51:11] Best of swarm: 6.27682190664091e-08
[2025-05-09 02:51:12] Best of swarm: 1.308100759232152e-06
[2025-05-09 02:51:12] Best of swarm: 6.077899876005216e-06
[2025-05-09 02:51:14] Best of swarm: 9.156501399704636e-07
[2025-05-09 02:51:14] Best of swarm: 1.8046548578892858
[2025-05-09 02:51:14] Best of swarm: 0.0059732032762244485
[2025-05-09 02:51:15] Best of swarm: 6.15670005551032e-08
[2025-05-09 02:51:15] Best of swarm: 7.345635001259714e-05
[2025-05-09 02:51:16] Best of swarm: 1.131972672914259e-08
[2025-05-09 02:51:17] Best of swarm: 7.808337402036889e-07
[2025-05-09 02:51:18] Best of swarm: 2.4157690022609932
[2025-05-09 02:51:18] Best of swarm: 0.0009993144581792852
[2025-05-09 02:51:19] Best of swarm: 0.0009991453261005824
[2025-05-09 02:51:19] Best of swarm: 0.0009993177928665
[2025-05-09 02:51:20] Best of swarm: 0.0009992487627967371
[2025-05-09 02:51:22] Best of swarm: 0.0009993137733404444
[2025-05-09 02:51:22] Best of swarm: 1.4679125982677055
[2025-05-09 02:51:22] Best of swarm: 8.710382248129989e-05
[2025-05-09 02:51:23] Best of swarm: 2.812334465357635e-06
[2025-05-09 02:51:24] Best of swarm: 4.2003656730744585e-05
[2025-05-09 02:51:24] Best of swarm: 9.96896904206382e-07
[2025-05-09 02:51:26] Best of swarm: 0.00018021612744213957
[2025-05-09 02:51:26] Best of swarm: 1.4428200101336806
[2025-05-09 02:51:26] Best of swarm: 0.0004239559648788999
[2025-05-09 02:51:27] Best of swarm: 0.0018134162891861748
[2025-05-09 02:51:28] Best of swarm: 1.465741619050991e-06
[2025-05-09 02:51:28] Best of swarm: 0.002073020570465318
[2025-05-09 02:51:30] Best of swarm: 5.315908948605075e-05
[2025-05-09 02:51:30] Best of swarm: 1.9273058916602177
[2025-05-09 02:51:30] Best of swarm: 1.2428696235035276e-07
[2025-05-09 02:51:31] Best of swarm: 5.5541535275196714e-05
[2025-05-09 02:51:32] Best of swarm: 1.6486416390028663e-06
[2025-05-09 02:51:32] Best of swarm: 9.884526924080663e-05
[2025-05-09 02:51:34] Best of swarm: 8.224937153599421e-06
[2025-05-09 02:51:34] Best of swarm: 2.1370768476856217
[2025-05-09 02:51:34] Best of swarm: 3.3692603688537193e-06
[2025-05-09 02:51:35] Best of swarm: 5.608802747106336e-06
[2025-05-09 02:51:36] Best of swarm: 1.2031514428867292e-06
[2025-05-09 02:51:36] Best of swarm: 1.6933495357424587e-07
[2025-05-09 02:51:38] Best of swarm: 0.00369519011771186
[2025-05-09 02:51:38] Best of swarm: 2.3121465957113188
[2025-05-09 02:51:39] Best of swarm: 4.3600138764502324e-06
[2025-05-09 02:51:39] Best of swarm: 2.0513432211721986e-10
[2025-05-09 02:51:40] Best of swarm: 9.051316606494975e-09
[2025-05-09 02:51:41] Best of swarm: 2.3022203496393963e-10
[2025-05-09 02:51:42] Best of swarm: 4.349957139109036e-06
[2025-05-09 02:51:43] Best of swarm: 2.368134509831766
[2025-05-09 02:51:43] Best of swarm: 0.00026272348864995196
[2025-05-09 02:51:44] Best of swarm: 0.0002627205693698798
[2025-05-09 02:51:44] Best of swarm: 0.0002628285587863548
[2025-05-09 02:51:45] Best of swarm: 0.00026271671978282646
[2025-05-09 02:51:46] Best of swarm: 0.000262826497402358
[2025-05-09 02:51:47] Best of swarm: 2.2361446844634894
[2025-05-09 02:51:47] Best of swarm: 1.766039440075759e-08
[2025-05-09 02:51:48] Best of swarm: 0.0007446001581981187
[2025-05-09 02:51:48] Best of swarm: 1.5425714356603737e-09
[2025-05-09 02:51:49] Best of swarm: 2.6234029496535923e-07
[2025-05-09 02:51:51] Best of swarm: 1.0425673090079313e-05
[2025-05-09 02:51:51] Best of swarm: 2.148201533349977
[2025-05-09 02:51:51] Best of swarm: 3.752507369495628e-05
[2025-05-09 02:51:52] Best of swarm: 0.0032475594972196007
[2025-05-09 02:51:53] Best of swarm: 9.51526382088096e-07
