[2025-05-09 02:17:53] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=926118
[2025-05-09 02:17:53] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 1, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 0.5, 'c2_end': 2.5, 'seed': 926118, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 02:17:53] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=926118'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=926118'}
[2025-05-09 02:17:53] Using random seed: 926118
[2025-05-09 02:17:57] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 02:17:57] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:17:57] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 02:17:57] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:17:57] Data range: 0 to 80
[2025-05-09 02:17:57] Best of swarm: 2.0723745381290115
[2025-05-09 02:17:57] Best of swarm: 2.9748614280930006e-09
[2025-05-09 02:17:58] Best of swarm: 6.966252643225406e-07
[2025-05-09 02:17:58] Best of swarm: 2.743204559745239e-07
[2025-05-09 02:17:58] Best of swarm: 1.1745220794426978e-08
[2025-05-09 02:17:59] Best of swarm: 3.637563384194567e-05
[2025-05-09 02:17:59] Best of swarm: 1.8046548578892858
[2025-05-09 02:17:59] Best of swarm: 6.032957864512019e-07
[2025-05-09 02:18:00] Best of swarm: 1.6783552967237857e-08
[2025-05-09 02:18:00] Best of swarm: 7.469185566478107e-06
[2025-05-09 02:18:00] Best of swarm: 2.3522585152913627e-07
[2025-05-09 02:18:01] Best of swarm: 0.00010513779302048056
[2025-05-09 02:18:01] Best of swarm: 2.4157690022609932
[2025-05-09 02:18:02] Best of swarm: 0.0009993144581792852
[2025-05-09 02:18:02] Best of swarm: 0.0009993588427649543
[2025-05-09 02:18:02] Best of swarm: 0.0009993177928665
[2025-05-09 02:18:02] Best of swarm: 0.0009992487627967371
[2025-05-09 02:18:03] Best of swarm: 0.0009993137733404444
[2025-05-09 02:18:03] Best of swarm: 1.4679125982677055
[2025-05-09 02:18:03] Best of swarm: 0.015623623871329905
[2025-05-09 02:18:04] Best of swarm: 0.00010866870399399813
[2025-05-09 02:18:04] Best of swarm: 5.726804851471868e-07
[2025-05-09 02:18:04] Best of swarm: 1.8384969206750063e-05
[2025-05-09 02:18:05] Best of swarm: 2.4794513115075686e-06
[2025-05-09 02:18:05] Best of swarm: 1.4428200101336806
[2025-05-09 02:18:05] Best of swarm: 0.000494437749728179
[2025-05-09 02:18:05] Best of swarm: 2.133766365266728e-07
[2025-05-09 02:18:06] Best of swarm: 8.475094079496057e-05
[2025-05-09 02:18:06] Best of swarm: 3.086063741505222e-07
[2025-05-09 02:18:07] Best of swarm: 5.88401717201403e-09
[2025-05-09 02:18:07] Best of swarm: 1.9273058916602177
[2025-05-09 02:18:07] Best of swarm: 3.9490991930215844e-13
[2025-05-09 02:18:08] Best of swarm: 2.4600052905289256e-06
[2025-05-09 02:18:08] Best of swarm: 7.00905551427682e-07
[2025-05-09 02:18:08] Best of swarm: 6.935726980121039e-05
[2025-05-09 02:18:09] Best of swarm: 4.5146097662423075e-05
[2025-05-09 02:18:09] Best of swarm: 2.1370768476856217
[2025-05-09 02:18:09] Best of swarm: 2.2339721732682427e-07
[2025-05-09 02:18:10] Best of swarm: 6.309098089453822e-05
[2025-05-09 02:18:10] Best of swarm: 1.3888217907627856e-08
[2025-05-09 02:18:10] Best of swarm: 5.020564344499478e-06
[2025-05-09 02:18:11] Best of swarm: 2.9468892706141864e-08
[2025-05-09 02:18:11] Best of swarm: 2.3121465957113188
[2025-05-09 02:18:11] Best of swarm: 4.3600138764502324e-06
[2025-05-09 02:18:12] Best of swarm: 4.342493649838253e-06
[2025-05-09 02:18:12] Best of swarm: 4.359793613167593e-06
[2025-05-09 02:18:12] Best of swarm: 7.399702331704645e-10
