[2025-05-09 03:02:58] Starting experiment well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,1.5]_c2=[0.5,2.5]_seed=747517
[2025-05-09 03:02:58] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 20, 'cmode': 1, 'c1_start': 2.5, 'c1_end': 1.5, 'c2_start': 0.5, 'c2_end': 2.5, 'seed': 747517, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 03:02:58] Starting experiment well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,1.5]_c2=[0.5,2.5]_seed=747517'], 'id': 'well=RO_31A_facies=7_iter=50_p=20_cmode=linear_c1=[2.5,1.5]_c2=[0.5,2.5]_seed=747517'}
[2025-05-09 03:02:58] Using random seed: 747517
[2025-05-09 03:03:02] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 03:03:02] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 03:03:02] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 03:03:02] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 03:03:02] Data range: 0 to 80
[2025-05-09 03:03:02] Best of swarm: 2.0723745381290115
[2025-05-09 03:03:03] Best of swarm: 0.00044434838770488004
[2025-05-09 03:03:03] Best of swarm: 4.556973958191309e-05
[2025-05-09 03:03:04] Best of swarm: 5.944742522663354e-07
[2025-05-09 03:03:05] Best of swarm: 5.962626186090296e-07
[2025-05-09 03:03:06] Best of swarm: 2.2857304999947345e-07
[2025-05-09 03:03:07] Best of swarm: 1.8046548578892858
[2025-05-09 03:03:07] Best of swarm: 1.5234362353983203e-09
[2025-05-09 03:03:08] Best of swarm: 0.0001549156870583411
[2025-05-09 03:03:08] Best of swarm: 0.0004135623420222281
[2025-05-09 03:03:09] Best of swarm: 0.003954599756523882
[2025-05-09 03:03:11] Best of swarm: 4.909180766456575e-07
[2025-05-09 03:03:11] Best of swarm: 2.4157690022609932
[2025-05-09 03:03:11] Best of swarm: 0.0009993144581792852
[2025-05-09 03:03:12] Best of swarm: 0.0009993588427649543
[2025-05-09 03:03:13] Best of swarm: 0.0009993177928665
[2025-05-09 03:03:13] Best of swarm: 0.0009992487627967371
[2025-05-09 03:03:15] Best of swarm: 0.0009993137733404444
[2025-05-09 03:03:15] Best of swarm: 1.4679125982677055
[2025-05-09 03:03:15] Best of swarm: 0.00017468560220010028
[2025-05-09 03:03:16] Best of swarm: 2.2956518243144537e-07
[2025-05-09 03:03:17] Best of swarm: 1.8479877808071936e-07
[2025-05-09 03:03:17] Best of swarm: 1.0317718905622578e-06
