[2025-05-08 17:57:36] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[0.5,2.5]_seed=136572
[2025-05-08 17:57:36] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 2, 'c1_start': 2.0, 'c1_end': 1.0, 'c2_start': 0.5, 'c2_end': 2.5, 'seed': 136572, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-08 17:57:36] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[0.5,2.5]_seed=136572'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[0.5,2.5]_seed=136572'}
[2025-05-08 17:57:36] Using random seed: 136572
[2025-05-08 17:57:41] HORIZONTE: (2943.6, 3089.8)
[2025-05-08 17:57:41] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:57:41] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-08 17:57:41] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:57:41] Data range: 0 to 80
[2025-05-08 17:57:41] Best of swarm: 2.0723745381290115
[2025-05-08 17:57:41] Best of swarm: 1.9147486889704593e-11
[2025-05-08 17:57:42] Best of swarm: 2.2935179730527976e-11
[2025-05-08 17:57:43] Best of swarm: 9.649378297264149e-09
[2025-05-08 17:57:43] Best of swarm: 2.1320437362936206e-11
[2025-05-08 17:57:45] Best of swarm: 6.538288495513503e-09
[2025-05-08 17:57:46] Best of swarm: 1.8046548578892858
[2025-05-08 17:57:46] Best of swarm: 3.953154327840008e-09
[2025-05-08 17:57:47] Best of swarm: 9.419638595698625e-07
[2025-05-08 17:57:48] Best of swarm: 4.263647918041637e-08
[2025-05-08 17:57:48] Best of swarm: 3.478146598141126e-09
[2025-05-08 17:57:50] Best of swarm: 3.781534492254489e-09
[2025-05-08 17:57:50] Best of swarm: 2.4157690022609932
[2025-05-08 17:57:51] Best of swarm: 0.0009993144581792852
[2025-05-08 17:57:51] Best of swarm: 0.0009993588427649543
[2025-05-08 17:57:52] Best of swarm: 0.0009993177928665
[2025-05-08 17:57:53] Best of swarm: 0.0009992487627967371
[2025-05-08 17:57:55] Best of swarm: 0.0009993137733404444
[2025-05-08 17:57:55] Best of swarm: 1.4679125982677055
[2025-05-08 17:57:55] Best of swarm: 8.818259821354285e-07
[2025-05-08 17:57:56] Best of swarm: 0.00011000617752129655
[2025-05-08 17:57:57] Best of swarm: 7.382101950623042e-10
[2025-05-08 17:57:58] Best of swarm: 2.251381665251019e-05
[2025-05-08 17:58:00] Best of swarm: 6.633557872102951e-08
[2025-05-08 17:58:00] Best of swarm: 1.4428200101336806
[2025-05-08 17:58:00] Best of swarm: 1.5954705174865113e-06
[2025-05-08 17:58:01] Best of swarm: 2.504953552457655e-11
[2025-05-08 17:58:02] Best of swarm: 9.306913412266475e-10
[2025-05-08 17:58:02] Best of swarm: 4.3735835625720337e-08
[2025-05-08 17:58:04] Best of swarm: 1.0342198599218493e-05
[2025-05-08 17:58:05] Best of swarm: 1.9273058916602177
[2025-05-08 17:58:05] Best of swarm: 8.944434925190578e-08
[2025-05-08 17:58:06] Best of swarm: 1.7657660300256241e-06
[2025-05-08 17:58:07] Best of swarm: 1.1594820216041445e-06
[2025-05-08 17:58:07] Best of swarm: 1.0350457283708736e-07
[2025-05-08 17:58:09] Best of swarm: 1.9637369483395642e-08
[2025-05-08 17:58:10] Best of swarm: 2.1370768476856217
[2025-05-08 17:58:10] Best of swarm: 7.22256931211402e-06
[2025-05-08 17:58:11] Best of swarm: 1.3206299133229483e-08
[2025-05-08 17:58:12] Best of swarm: 4.601668064550007e-13
[2025-05-08 17:58:12] Best of swarm: 3.160059993281099e-19
[2025-05-08 17:58:14] Best of swarm: 6.699374791507614e-10
[2025-05-08 17:58:14] Best of swarm: 2.3121465957113188
[2025-05-08 17:58:15] Best of swarm: 5.807830188815002e-07
[2025-05-08 17:58:16] Best of swarm: 1.3420785338454306e-09
[2025-05-08 17:58:17] Best of swarm: 4.757717744447667e-14
[2025-05-08 17:58:17] Best of swarm: 1.420462580244982e-09
[2025-05-08 17:58:19] Best of swarm: 1.5735024830029104e-08
[2025-05-08 17:58:20] Best of swarm: 2.368134509831766
[2025-05-08 17:58:20] Best of swarm: 0.0002628268486165779
[2025-05-08 17:58:21] Best of swarm: 0.0002628496111464733
[2025-05-08 17:58:22] Best of swarm: 0.0002628285587863548
[2025-05-08 17:58:22] Best of swarm: 0.0002627931577762168
[2025-05-08 17:58:24] Best of swarm: 0.000262826497402358
[2025-05-08 17:58:25] Best of swarm: 2.2361446844634894
[2025-05-08 17:58:25] Best of swarm: 1.5786352813430808e-12
[2025-05-08 17:58:26] Best of swarm: 2.8711641328894126e-08
[2025-05-08 17:58:26] Best of swarm: 9.647758738919408e-09
[2025-05-08 17:58:27] Best of swarm: 2.2847447718161298e-08
[2025-05-08 17:58:29] Best of swarm: 5.721199791221862e-09
[2025-05-08 17:58:29] Best of swarm: 2.148201533349977
[2025-05-08 17:58:30] Best of swarm: 4.615026786943523e-08
[2025-05-08 17:58:31] Best of swarm: 3.099806121550353e-09
[2025-05-08 17:58:32] Best of swarm: 4.050430570551586e-10
[2025-05-08 17:58:32] Best of swarm: 1.6809063680206036e-13
[2025-05-08 17:58:35] Best of swarm: 1.3243146834073886e-08
[2025-05-08 17:58:35] Best of swarm: 2.08708420731012
[2025-05-08 17:58:35] Best of swarm: 4.395680633242353e-12
[2025-05-08 17:58:36] Best of swarm: 8.444407789976108e-07
[2025-05-08 17:58:37] Best of swarm: 6.115240944582603e-11
[2025-05-08 17:58:38] Best of swarm: 1.3581543552004071e-07
[2025-05-08 17:58:40] Best of swarm: 4.7698345960490796e-08
[2025-05-08 17:58:40] Best of swarm: 1.7412766750441142
[2025-05-08 17:58:40] Best of swarm: 2.1677429513128782e-09
[2025-05-08 17:58:41] Best of swarm: 7.138920960718296e-12
[2025-05-08 17:58:42] Best of swarm: 3.04787441523069e-07
[2025-05-08 17:58:42] Best of swarm: 2.0508155316615333e-10
[2025-05-08 17:58:44] Best of swarm: 1.327655361010338e-08
[2025-05-08 17:58:45] Best of swarm: 1.9852089430423632
[2025-05-08 17:58:45] Best of swarm: 3.250076862317764e-06
[2025-05-08 17:58:46] Best of swarm: 3.761323441671054e-09
[2025-05-08 17:58:47] Best of swarm: 8.606022083277847e-07
[2025-05-08 17:58:47] Best of swarm: 2.089768656673318e-06
[2025-05-08 17:58:49] Best of swarm: 1.6997746009158205e-09
[2025-05-08 17:58:50] Best of swarm: 2.2830437266645265
[2025-05-08 17:58:50] Best of swarm: 1.2872893955177058e-06
[2025-05-08 17:58:51] Best of swarm: 7.406796879950115e-08
[2025-05-08 17:58:52] Best of swarm: 3.175513528819531e-10
[2025-05-08 17:58:52] Best of swarm: 6.276741755990451e-13
[2025-05-08 17:58:54] Best of swarm: 1.8358167102547406e-09
[2025-05-08 17:58:55] Best of swarm: 2.310626271281798
[2025-05-08 17:58:55] Best of swarm: 5.812806562715074e-09
[2025-05-08 17:58:56] Best of swarm: 9.2773772809295e-08
[2025-05-08 17:58:57] Best of swarm: 1.414325202172865e-13
[2025-05-08 17:58:57] Best of swarm: 3.727070393075796e-13
[2025-05-08 17:58:59] Best of swarm: 2.9862448013448494e-10
[2025-05-08 17:59:00] Best of swarm: 1.8615175839291427
[2025-05-08 17:59:00] Best of swarm: 1.989409395429767e-08
[2025-05-08 17:59:01] Best of swarm: 5.706986451240162e-07
[2025-05-08 17:59:02] Best of swarm: 6.131528984442127e-09
[2025-05-08 17:59:02] Best of swarm: 6.958306618455401e-10
[2025-05-08 17:59:04] Best of swarm: 3.018544161633306e-12
[2025-05-08 17:59:04] Best of swarm: 1.692274281380051
[2025-05-08 17:59:05] Best of swarm: 6.205009709920624e-10
[2025-05-08 17:59:05] Best of swarm: 1.4625942942546435e-09
[2025-05-08 17:59:06] Best of swarm: 0.00022444910759057552
[2025-05-08 17:59:07] Best of swarm: 4.041784253508369e-08
[2025-05-08 17:59:09] Best of swarm: 0.00035800089414167127
[2025-05-08 17:59:09] Best of swarm: 1.692274281380051
[2025-05-08 17:59:09] Best of swarm: 0.00041144135546932213
[2025-05-08 17:59:10] Best of swarm: 8.801928281109355e-06
[2025-05-08 17:59:11] Best of swarm: 1.397924446823373e-07
[2025-05-08 17:59:11] Best of swarm: 1.7874862136875007e-09
[2025-05-08 17:59:13] Best of swarm: 2.8468298769191526e-09
[2025-05-08 17:59:14] Best of swarm: 1.4844362505091833
[2025-05-08 17:59:14] Best of swarm: 6.752528509430341e-08
[2025-05-08 17:59:15] Best of swarm: 1.0296156593935703e-07
[2025-05-08 17:59:16] Best of swarm: 7.498402696192875e-15
[2025-05-08 17:59:16] Best of swarm: 8.196486182107098e-10
[2025-05-08 17:59:18] Best of swarm: 1.5415423443561067e-07
[2025-05-08 17:59:18] Best of swarm: 1.5469748315288199
[2025-05-08 17:59:19] Best of swarm: 3.953366403764676e-08
[2025-05-08 17:59:19] Best of swarm: 1.6408155720202133e-13
[2025-05-08 17:59:20] Best of swarm: 7.03424406582742e-08
[2025-05-08 17:59:21] Best of swarm: 2.8316261320017716e-05
[2025-05-08 17:59:23] Best of swarm: 1.5344612552183302e-11
[2025-05-08 17:59:23] Best of swarm: 1.6001603073404849
[2025-05-08 17:59:23] Best of swarm: 4.243859400240046e-06
[2025-05-08 17:59:24] Best of swarm: 7.52660023094275e-06
[2025-05-08 17:59:25] Best of swarm: 3.923245129654492e-06
[2025-05-08 17:59:25] Best of swarm: 1.4159557355471145e-05
[2025-05-08 17:59:27] Best of swarm: 5.843715967389132e-10
[2025-05-08 17:59:27] Best of swarm: 1.6439712677159868
[2025-05-08 17:59:28] Best of swarm: 1.928452548653235e-14
[2025-05-08 17:59:29] Best of swarm: 2.2233401242125413e-11
[2025-05-08 17:59:30] Best of swarm: 8.851123481516018e-07
[2025-05-08 17:59:30] Best of swarm: 4.6857013850160814e-07
[2025-05-08 17:59:33] Best of swarm: 2.4803956437160664e-10
[2025-05-08 17:59:33] Best of swarm: 1.8751863282243466
