[2025-05-09 02:20:47] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=497311
[2025-05-09 02:20:47] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 50, 'particles': 10, 'cmode': 2, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 1.5, 'c2_end': 2.5, 'seed': 497311, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 02:20:47] Starting experiment well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=497311'], 'id': 'well=RO_31A_facies=7_iter=50_p=10_cmode=exponential_c1=[2.5,0.5]_c2=[1.5,2.5]_seed=497311'}
[2025-05-09 02:20:47] Using random seed: 497311
[2025-05-09 02:20:52] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 02:20:52] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:20:52] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 02:20:52] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 02:20:52] Data range: 0 to 80
[2025-05-09 02:20:52] Best of swarm: 2.0723745381290115
[2025-05-09 02:20:52] Best of swarm: 3.887845595752231e-07
[2025-05-09 02:20:52] Best of swarm: 2.518193244193686e-05
[2025-05-09 02:20:53] Best of swarm: 1.0936547447346681e-10
[2025-05-09 02:20:53] Best of swarm: 0.00022301644805741068
[2025-05-09 02:20:54] Best of swarm: 4.747986178501003e-06
[2025-05-09 02:20:54] Best of swarm: 1.8046548578892858
[2025-05-09 02:20:54] Best of swarm: 7.725122448431589e-06
[2025-05-09 02:20:54] Best of swarm: 0.0003208929621333469
[2025-05-09 02:20:55] Best of swarm: 4.151624079128848e-05
[2025-05-09 02:20:55] Best of swarm: 5.0963241296568474e-05
[2025-05-09 02:20:56] Best of swarm: 1.599508903901934e-05
[2025-05-09 02:20:56] Best of swarm: 2.4157690022609932
[2025-05-09 02:20:56] Best of swarm: 0.0009993144581792852
[2025-05-09 02:20:57] Best of swarm: 0.0009993588427649543
[2025-05-09 02:20:57] Best of swarm: 0.0009993177928665
[2025-05-09 02:20:57] Best of swarm: 0.0009992487627967371
[2025-05-09 02:20:58] Best of swarm: 0.0009993137733404444
[2025-05-09 02:20:58] Best of swarm: 1.4679125982677055
[2025-05-09 02:20:58] Best of swarm: 2.656792953971881e-06
[2025-05-09 02:20:59] Best of swarm: 1.53682927551326e-05
[2025-05-09 02:20:59] Best of swarm: 2.5265550445305493e-06
[2025-05-09 02:20:59] Best of swarm: 0.0006192552582963418
[2025-05-09 02:21:00] Best of swarm: 0.00016464352758624017
[2025-05-09 02:21:00] Best of swarm: 1.4428200101336806
[2025-05-09 02:21:00] Best of swarm: 4.447075211709746e-08
[2025-05-09 02:21:01] Best of swarm: 5.3007440800980206e-05
[2025-05-09 02:21:01] Best of swarm: 2.4697158409770395e-06
[2025-05-09 02:21:01] Best of swarm: 0.00022368544396067985
[2025-05-09 02:21:02] Best of swarm: 3.724631303127689e-05
[2025-05-09 02:21:02] Best of swarm: 1.9273058916602177
[2025-05-09 02:21:02] Best of swarm: 0.00014842304672501406
[2025-05-09 02:21:03] Best of swarm: 0.0001248146605679881
[2025-05-09 02:21:03] Best of swarm: 0.00017059541374992674
[2025-05-09 02:21:03] Best of swarm: 2.5157322322061086e-09
[2025-05-09 02:21:04] Best of swarm: 3.0239617424295165e-05
[2025-05-09 02:21:04] Best of swarm: 2.1370768476856217
[2025-05-09 02:21:05] Best of swarm: 9.306948907244047e-06
[2025-05-09 02:21:05] Best of swarm: 0.003695103453054002
[2025-05-09 02:21:05] Best of swarm: 5.461284827876261e-06
[2025-05-09 02:21:05] Best of swarm: 2.6235068331968975e-06
[2025-05-09 02:21:06] Best of swarm: 1.3855826371095217e-08
[2025-05-09 02:21:06] Best of swarm: 2.3121465957113188
[2025-05-09 02:21:06] Best of swarm: 4.3600138764502324e-06
