[2025-05-09 04:31:27] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=231966
[2025-05-09 04:31:27] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 2, 'c1_start': 2.0, 'c1_end': 1.0, 'c2_start': 1.0, 'c2_end': 2.0, 'seed': 231966, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 04:31:27] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=231966'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=exponential_c1=[2.0,1.0]_c2=[1.0,2.0]_seed=231966'}
[2025-05-09 04:31:27] Using random seed: 231966
[2025-05-09 04:31:31] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 04:31:31] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:31:31] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 04:31:31] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:31:31] Data range: 0 to 80
[2025-05-09 04:31:31] Best of swarm: 2.0723745381290115
[2025-05-09 04:31:31] Best of swarm: 5.170225941966686e-10
[2025-05-09 04:31:32] Best of swarm: 7.714495568415421e-07
[2025-05-09 04:31:33] Best of swarm: 4.205882460805354e-07
[2025-05-09 04:31:33] Best of swarm: 1.3698006734946402e-09
[2025-05-09 04:31:35] Best of swarm: 4.9481470016435333e-08
[2025-05-09 04:31:35] Best of swarm: 1.8046548578892858
[2025-05-09 04:31:36] Best of swarm: 0.00013290746591372677
[2025-05-09 04:31:36] Best of swarm: 7.305178104538809e-09
[2025-05-09 04:31:37] Best of swarm: 2.983552883746608e-09
[2025-05-09 04:31:38] Best of swarm: 1.3869753430486008e-08
[2025-05-09 04:31:39] Best of swarm: 1.784336666747678e-05
[2025-05-09 04:31:40] Best of swarm: 2.4157690022609932
[2025-05-09 04:31:40] Best of swarm: 0.0009993144581792852
[2025-05-09 04:31:41] Best of swarm: 0.0009993588427649543
[2025-05-09 04:31:41] Best of swarm: 0.0009993177928665
[2025-05-09 04:31:42] Best of swarm: 0.0009992487627967371
[2025-05-09 04:31:44] Best of swarm: 0.0009993137733404444
[2025-05-09 04:31:44] Best of swarm: 1.4679125982677055
[2025-05-09 04:31:44] Best of swarm: 2.5759804603699474e-08
[2025-05-09 04:31:45] Best of swarm: 6.577376333809998e-12
[2025-05-09 04:31:46] Best of swarm: 2.35038449109923e-05
[2025-05-09 04:31:46] Best of swarm: 0.0008689648045722345
[2025-05-09 04:31:48] Best of swarm: 1.9907908470854402e-05
[2025-05-09 04:31:48] Best of swarm: 1.4428200101336806
[2025-05-09 04:31:48] Best of swarm: 3.2990417214971945e-06
[2025-05-09 04:31:49] Best of swarm: 2.816850435540235e-09
[2025-05-09 04:31:50] Best of swarm: 7.289080248652568e-09
[2025-05-09 04:31:50] Best of swarm: 3.7015036589663057e-09
[2025-05-09 04:31:52] Best of swarm: 3.4928349738990027e-07
