[2025-05-09 04:25:28] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.0,1.0]_c2=[1.5,2.5]_seed=727067
[2025-05-09 04:25:28] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 1, 'c1_start': 2.0, 'c1_end': 1.0, 'c2_start': 1.5, 'c2_end': 2.5, 'seed': 727067, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-09 04:25:28] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.0,1.0]_c2=[1.5,2.5]_seed=727067'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.0,1.0]_c2=[1.5,2.5]_seed=727067'}
[2025-05-09 04:25:28] Using random seed: 727067
[2025-05-09 04:25:32] HORIZONTE: (2943.6, 3089.8)
[2025-05-09 04:25:32] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:25:32] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-09 04:25:32] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-09 04:25:32] Data range: 0 to 80
[2025-05-09 04:25:32] Best of swarm: 2.0723745381290115
[2025-05-09 04:25:32] Best of swarm: 1.658519812799191e-06
[2025-05-09 04:25:33] Best of swarm: 8.561762134769674e-05
[2025-05-09 04:25:34] Best of swarm: 1.961838327631881e-05
[2025-05-09 04:25:34] Best of swarm: 3.9831799285774066e-06
[2025-05-09 04:25:36] Best of swarm: 1.1029307851780013e-05
[2025-05-09 04:25:36] Best of swarm: 1.8046548578892858
[2025-05-09 04:25:36] Best of swarm: 4.977467039332224e-08
[2025-05-09 04:25:37] Best of swarm: 6.797714629283898e-05
[2025-05-09 04:25:38] Best of swarm: 8.103183822314615e-07
[2025-05-09 04:25:38] Best of swarm: 2.281501036564789e-08
[2025-05-09 04:25:40] Best of swarm: 3.326378946338742e-10
[2025-05-09 04:25:40] Best of swarm: 2.4157690022609932
[2025-05-09 04:25:41] Best of swarm: 0.0009993144581792852
[2025-05-09 04:25:41] Best of swarm: 0.0009993588427649543
[2025-05-09 04:25:42] Best of swarm: 0.0009993177928665
[2025-05-09 04:25:42] Best of swarm: 0.0009992487627967371
[2025-05-09 04:25:44] Best of swarm: 0.0009993137733404444
[2025-05-09 04:25:44] Best of swarm: 1.4679125982677055
[2025-05-09 04:25:45] Best of swarm: 2.1406283293052544e-07
[2025-05-09 04:25:45] Best of swarm: 1.1456078886682684e-09
[2025-05-09 04:25:46] Best of swarm: 3.7473636424405735e-06
[2025-05-09 04:25:47] Best of swarm: 7.607150189496682e-06
[2025-05-09 04:25:48] Best of swarm: 0.0005586966189272718
[2025-05-09 04:25:49] Best of swarm: 1.4428200101336806
[2025-05-09 04:25:49] Best of swarm: 0.00011377092073181016
[2025-05-09 04:25:50] Best of swarm: 0.0005254989335762081
[2025-05-09 04:25:50] Best of swarm: 9.753035664515641e-05
[2025-05-09 04:25:51] Best of swarm: 9.557797411034402e-08
[2025-05-09 04:25:53] Best of swarm: 2.764228715611895e-05
