[2025-05-08 18:04:56] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=670140
[2025-05-08 18:04:56] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 20, 'cmode': 1, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 0.5, 'c2_end': 2.5, 'seed': 670140, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-08 18:04:56] Starting experiment well=RO_31A_facies=7_iter=100_p=20_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=670140'], 'id': 'well=RO_31A_facies=7_iter=100_p=20_cmode=linear_c1=[2.5,0.5]_c2=[0.5,2.5]_seed=670140'}
[2025-05-08 18:04:56] Using random seed: 670140
[2025-05-08 18:05:01] HORIZONTE: (2943.6, 3089.8)
[2025-05-08 18:05:01] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 18:05:01] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-08 18:05:01] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 18:05:01] Data range: 0 to 80
[2025-05-08 18:05:01] Best of swarm: 2.0723745381290115
[2025-05-08 18:05:02] Best of swarm: 1.568687253110195e-06
[2025-05-08 18:05:04] Best of swarm: 6.910205490289543e-07
[2025-05-08 18:05:05] Best of swarm: 1.865090326715583e-06
[2025-05-08 18:05:06] Best of swarm: 1.8985691743814286e-08
[2025-05-08 18:05:10] Best of swarm: 1.5475235056363942e-14
[2025-05-08 18:05:11] Best of swarm: 1.8046548578892858
[2025-05-08 18:05:11] Best of swarm: 1.7760004237962878e-06
[2025-05-08 18:05:13] Best of swarm: 4.951976695225704e-13
[2025-05-08 18:05:15] Best of swarm: 1.5180831181027575e-09
[2025-05-08 18:05:16] Best of swarm: 6.729189256134903e-10
[2025-05-08 18:05:20] Best of swarm: 1.8718854496673833e-06
[2025-05-08 18:05:21] Best of swarm: 2.4157690022609932
[2025-05-08 18:05:21] Best of swarm: 0.0009990919230787813
[2025-05-08 18:05:23] Best of swarm: 0.0009991668502041823
[2025-05-08 18:05:25] Best of swarm: 0.0009993177928665
[2025-05-08 18:05:26] Best of swarm: 0.0009990958940834852
[2025-05-08 18:05:30] Best of swarm: 0.0009993137733404444
[2025-05-08 18:05:30] Best of swarm: 1.4679125982677055
[2025-05-08 18:05:31] Best of swarm: 5.693895796056621e-07
[2025-05-08 18:05:33] Best of swarm: 4.039388112552001e-08
[2025-05-08 18:05:34] Best of swarm: 4.558758599907286e-06
[2025-05-08 18:05:35] Best of swarm: 9.419120742186706e-07
[2025-05-08 18:05:39] Best of swarm: 1.3120045565443564e-05
[2025-05-08 18:05:40] Best of swarm: 1.4428200101336806
[2025-05-08 18:05:41] Best of swarm: 3.181454489552129e-12
[2025-05-08 18:05:43] Best of swarm: 3.2896556359164984e-09
[2025-05-08 18:05:44] Best of swarm: 2.2870226131271006e-07
[2025-05-08 18:05:45] Best of swarm: 1.7004409617720375e-09
[2025-05-08 18:05:50] Best of swarm: 0.0001788958926040212
[2025-05-08 18:05:50] Best of swarm: 1.9273058916602177
[2025-05-08 18:05:51] Best of swarm: 4.1141465994245107e-07
[2025-05-08 18:05:52] Best of swarm: 1.264120525421264e-09
[2025-05-08 18:05:54] Best of swarm: 1.6604964785325095e-09
[2025-05-08 18:05:55] Best of swarm: 2.570423097344631e-07
[2025-05-08 18:05:59] Best of swarm: 9.103011235608462e-08
[2025-05-08 18:06:00] Best of swarm: 2.1370768476856217
[2025-05-08 18:06:00] Best of swarm: 6.174318540313288e-07
[2025-05-08 18:06:02] Best of swarm: 4.4086201774496027e-08
[2025-05-08 18:06:04] Best of swarm: 1.9020090892528502e-10
[2025-05-08 18:06:05] Best of swarm: 5.526910480051275e-10
[2025-05-08 18:06:09] Best of swarm: 4.12990256905651e-10
[2025-05-08 18:06:10] Best of swarm: 2.3121465957113188
[2025-05-08 18:06:11] Best of swarm: 8.353822431107587e-09
[2025-05-08 18:06:12] Best of swarm: 7.545621671610978e-10
[2025-05-08 18:06:14] Best of swarm: 3.523450185907471e-08
[2025-05-08 18:06:15] Best of swarm: 1.2459131164083757e-10
[2025-05-08 18:06:19] Best of swarm: 8.746576752732801e-08
[2025-05-08 18:06:20] Best of swarm: 2.368134509831766
[2025-05-08 18:06:20] Best of swarm: 0.00026271774005190006
[2025-05-08 18:06:22] Best of swarm: 0.0002628496111464733
[2025-05-08 18:06:24] Best of swarm: 0.0002627051120409412
[2025-05-08 18:06:25] Best of swarm: 0.00026271662426414935
[2025-05-08 18:06:30] Best of swarm: 0.00026271746824581857
[2025-05-08 18:06:30] Best of swarm: 2.2361446844634894
[2025-05-08 18:06:31] Best of swarm: 3.1822960078673716e-07
[2025-05-08 18:06:32] Best of swarm: 2.1328730868613222e-10
[2025-05-08 18:06:34] Best of swarm: 4.0743272744848773e-07
[2025-05-08 18:06:35] Best of swarm: 1.25624403533862e-08
[2025-05-08 18:06:39] Best of swarm: 1.2084182369557e-07
[2025-05-08 18:06:40] Best of swarm: 2.148201533349977
[2025-05-08 18:06:40] Best of swarm: 3.4175490337887264e-06
[2025-05-08 18:06:42] Best of swarm: 0.00010360962830454167
[2025-05-08 18:06:44] Best of swarm: 2.946463520596397e-08
[2025-05-08 18:06:45] Best of swarm: 3.393688797346705e-07
[2025-05-08 18:06:50] Best of swarm: 5.335246009698928e-07
[2025-05-08 18:06:50] Best of swarm: 2.08708420731012
[2025-05-08 18:06:51] Best of swarm: 1.580061313961358e-15
[2025-05-08 18:06:53] Best of swarm: 1.1867882229371363e-05
[2025-05-08 18:06:55] Best of swarm: 5.8785453841017335e-08
[2025-05-08 18:06:56] Best of swarm: 2.7939373498082606e-08
[2025-05-08 18:07:00] Best of swarm: 1.2137276629308196e-07
[2025-05-08 18:07:00] Best of swarm: 1.7412766750441142
[2025-05-08 18:07:01] Best of swarm: 2.365191979728452e-11
[2025-05-08 18:07:03] Best of swarm: 2.6212290518279974e-09
[2025-05-08 18:07:05] Best of swarm: 4.32776483237835e-05
[2025-05-08 18:07:06] Best of swarm: 2.449420009072863e-18
[2025-05-08 18:07:10] Best of swarm: 1.2660226316953082e-07
[2025-05-08 18:07:11] Best of swarm: 1.9852089430423632
[2025-05-08 18:07:11] Best of swarm: 9.729801230368463e-09
[2025-05-08 18:07:13] Best of swarm: 1.0569607108512924e-14
[2025-05-08 18:07:15] Best of swarm: 3.705755479884332e-05
[2025-05-08 18:07:16] Best of swarm: 2.245232638720845e-09
[2025-05-08 18:07:20] Best of swarm: 1.5271227582459272e-08
[2025-05-08 18:07:21] Best of swarm: 2.2830437266645265
[2025-05-08 18:07:22] Best of swarm: 9.025710319359354e-10
[2025-05-08 18:07:23] Best of swarm: 1.9321764677898133e-11
[2025-05-08 18:07:25] Best of swarm: 7.898399045372231e-12
[2025-05-08 18:07:26] Best of swarm: 6.259986931275799e-08
[2025-05-08 18:07:31] Best of swarm: 7.553346637421371e-11
[2025-05-08 18:07:31] Best of swarm: 2.310626271281798
[2025-05-08 18:07:32] Best of swarm: 1.571661680823436e-10
[2025-05-08 18:07:33] Best of swarm: 3.220199005451653e-11
[2025-05-08 18:07:35] Best of swarm: 8.815800553444207e-10
[2025-05-08 18:07:36] Best of swarm: 1.0096486997092635e-11
[2025-05-08 18:07:40] Best of swarm: 6.682531676114437e-14
[2025-05-08 18:07:40] Best of swarm: 1.8615175839291427
[2025-05-08 18:07:41] Best of swarm: 2.9202552395298007e-08
[2025-05-08 18:07:43] Best of swarm: 4.539010062678745e-07
[2025-05-08 18:07:45] Best of swarm: 5.49712106769726e-08
[2025-05-08 18:07:46] Best of swarm: 4.596999949917171e-09
[2025-05-08 18:07:50] Best of swarm: 1.120343586054981e-09
[2025-05-08 18:07:51] Best of swarm: 1.692274281380051
[2025-05-08 18:07:51] Best of swarm: 1.5265590731425118e-07
[2025-05-08 18:07:53] Best of swarm: 3.378690862922693e-08
[2025-05-08 18:07:55] Best of swarm: 2.3168305827367274e-06
[2025-05-08 18:07:56] Best of swarm: 2.767340258624465e-06
[2025-05-08 18:08:00] Best of swarm: 4.0488043977264875e-09
[2025-05-08 18:08:01] Best of swarm: 1.692274281380051
[2025-05-08 18:08:01] Best of swarm: 6.162390759020288e-07
[2025-05-08 18:08:03] Best of swarm: 2.0898451108263475e-07
[2025-05-08 18:08:05] Best of swarm: 1.5740573779875866e-07
[2025-05-08 18:08:06] Best of swarm: 4.813487062026694e-10
[2025-05-08 18:08:10] Best of swarm: 1.9385050056167794e-07
[2025-05-08 18:08:11] Best of swarm: 1.4844362505091833
[2025-05-08 18:08:11] Best of swarm: 1.0459926260352789e-08
[2025-05-08 18:08:13] Best of swarm: 9.231621002351843e-13
[2025-05-08 18:08:15] Best of swarm: 3.317346044161061e-05
[2025-05-08 18:08:16] Best of swarm: 2.6245287689900935e-09
[2025-05-08 18:08:20] Best of swarm: 1.0150204307503809e-08
[2025-05-08 18:08:21] Best of swarm: 1.5469748315288199
[2025-05-08 18:08:21] Best of swarm: 2.5247585314051007e-06
[2025-05-08 18:08:23] Best of swarm: 5.076579259150895e-07
[2025-05-08 18:08:25] Best of swarm: 4.031700412279551e-09
[2025-05-08 18:08:26] Best of swarm: 7.16053197687419e-06
[2025-05-08 18:08:30] Best of swarm: 4.732306854846818e-06
[2025-05-08 18:08:31] Best of swarm: 1.6001603073404849
[2025-05-08 18:08:31] Best of swarm: 3.128421343734315e-08
[2025-05-08 18:08:33] Best of swarm: 1.0191497684930286e-08
[2025-05-08 18:08:35] Best of swarm: 2.4595029590798217e-05
[2025-05-08 18:08:36] Best of swarm: 5.515924002468913e-07
[2025-05-08 18:08:40] Best of swarm: 4.7644739572605766e-05
[2025-05-08 18:08:40] Best of swarm: 1.6439712677159868
[2025-05-08 18:08:41] Best of swarm: 1.6971369008058186e-11
[2025-05-08 18:08:43] Best of swarm: 8.444690688940732e-06
[2025-05-08 18:08:45] Best of swarm: 4.91681970780315e-07
