[2025-05-08 17:50:45] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=980448
[2025-05-08 17:50:45] Parameters: {'well_name': 'RO_31A', 'facies': 7, 'iterations': 100, 'particles': 10, 'cmode': 1, 'c1_start': 2.5, 'c1_end': 0.5, 'c2_start': 0.5, 'c2_end': 1.5, 'seed': 980448, 'runtime': None, 'best_error': None, 'log_buffer': ['[2025-05-08 17:50:45] Starting experiment well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=980448'], 'id': 'well=RO_31A_facies=7_iter=100_p=10_cmode=linear_c1=[2.5,0.5]_c2=[0.5,1.5]_seed=980448'}
[2025-05-08 17:50:45] Using random seed: 980448
[2025-05-08 17:50:50] HORIZONTE: (2943.6, 3089.8)
[2025-05-08 17:50:50] TOPO-1 :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:50:50] TOPO :: DEPT: 2943.6,Phi: 0.1296, Vp: 2.667
[2025-05-08 17:50:50] base :: DEPT: 3089.8,Phi: 0.1296, Vp: 3.0472
[2025-05-08 17:50:50] Data range: 0 to 80
[2025-05-08 17:50:50] Best of swarm: 2.0723745381290115
[2025-05-08 17:50:51] Best of swarm: 3.5174198334328082e-06
[2025-05-08 17:50:52] Best of swarm: 6.519113164537785e-13
[2025-05-08 17:50:52] Best of swarm: 2.676782324116284e-12
[2025-05-08 17:50:53] Best of swarm: 3.9438982593636737e-07
[2025-05-08 17:50:55] Best of swarm: 2.1087827639203693e-11
[2025-05-08 17:50:55] Best of swarm: 1.8046548578892858
[2025-05-08 17:50:56] Best of swarm: 4.092487966755129e-09
[2025-05-08 17:50:57] Best of swarm: 8.613853839039099e-14
[2025-05-08 17:50:58] Best of swarm: 3.746402789880195e-11
[2025-05-08 17:50:58] Best of swarm: 3.4811312895018364e-06
[2025-05-08 17:51:00] Best of swarm: 1.4383629322947525e-05
[2025-05-08 17:51:01] Best of swarm: 2.4157690022609932
[2025-05-08 17:51:01] Best of swarm: 0.0009991112412369146
[2025-05-08 17:51:02] Best of swarm: 0.0009990797634497662
[2025-05-08 17:51:03] Best of swarm: 0.0009990802573878836
[2025-05-08 17:51:03] Best of swarm: 0.0009992487627967371
[2025-05-08 17:51:06] Best of swarm: 0.0009993137733404444
[2025-05-08 17:51:06] Best of swarm: 1.4679125982677055
[2025-05-08 17:51:06] Best of swarm: 4.7051360077223367e-07
[2025-05-08 17:51:08] Best of swarm: 3.995203433080016e-09
[2025-05-08 17:51:08] Best of swarm: 8.316830405006808e-11
[2025-05-08 17:51:09] Best of swarm: 3.61348046123253e-11
[2025-05-08 17:51:11] Best of swarm: 8.821483255527082e-08
[2025-05-08 17:51:11] Best of swarm: 1.4428200101336806
[2025-05-08 17:51:12] Best of swarm: 1.4386711188488846e-12
[2025-05-08 17:51:13] Best of swarm: 2.1558767780792663e-14
[2025-05-08 17:51:14] Best of swarm: 3.845411865305311e-06
[2025-05-08 17:51:14] Best of swarm: 2.6862171108575093e-08
[2025-05-08 17:51:16] Best of swarm: 5.532372352658085e-07
[2025-05-08 17:51:17] Best of swarm: 1.9273058916602177
[2025-05-08 17:51:17] Best of swarm: 2.736190798649535e-08
[2025-05-08 17:51:18] Best of swarm: 7.509932034718478e-07
[2025-05-08 17:51:19] Best of swarm: 3.347174356420999e-11
[2025-05-08 17:51:19] Best of swarm: 4.4373074082898833e-10
[2025-05-08 17:51:22] Best of swarm: 1.49603242594287e-08
[2025-05-08 17:51:22] Best of swarm: 2.1370768476856217
[2025-05-08 17:51:22] Best of swarm: 1.0938732365922753e-08
[2025-05-08 17:51:23] Best of swarm: 1.5733504091888548e-11
[2025-05-08 17:51:24] Best of swarm: 6.757251219114879e-13
[2025-05-08 17:51:25] Best of swarm: 6.349377746478652e-06
[2025-05-08 17:51:27] Best of swarm: 1.457969114716992e-11
[2025-05-08 17:51:27] Best of swarm: 2.3121465957113188
[2025-05-08 17:51:27] Best of swarm: 2.9095977923796727e-09
[2025-05-08 17:51:28] Best of swarm: 1.5497433513696578e-07
[2025-05-08 17:51:29] Best of swarm: 1.9620060457635065e-10
[2025-05-08 17:51:30] Best of swarm: 1.1730179264823123e-11
[2025-05-08 17:51:32] Best of swarm: 3.195771881467041e-11
[2025-05-08 17:51:32] Best of swarm: 2.368134509831766
[2025-05-08 17:51:32] Best of swarm: 0.0002627365918873319
[2025-05-08 17:51:33] Best of swarm: 0.0002628496111464733
[2025-05-08 17:51:34] Best of swarm: 0.0002627097527845785
[2025-05-08 17:51:35] Best of swarm: 0.0002627931577762168
[2025-05-08 17:51:37] Best of swarm: 0.000262826497402358
[2025-05-08 17:51:37] Best of swarm: 2.2361446844634894
[2025-05-08 17:51:37] Best of swarm: 0.00011242696700998673
[2025-05-08 17:51:38] Best of swarm: 1.6196720681812354e-08
[2025-05-08 17:51:39] Best of swarm: 2.4633435266076075e-11
[2025-05-08 17:51:40] Best of swarm: 5.519251310828847e-10
[2025-05-08 17:51:42] Best of swarm: 1.1455384105554438e-14
[2025-05-08 17:51:42] Best of swarm: 2.148201533349977
[2025-05-08 17:51:43] Best of swarm: 2.1347205201128068e-08
[2025-05-08 17:51:44] Best of swarm: 8.599079144553089e-08
[2025-05-08 17:51:45] Best of swarm: 3.4661237888142047e-10
[2025-05-08 17:51:45] Best of swarm: 2.525208300566178e-06
[2025-05-08 17:51:47] Best of swarm: 1.8255255776147967e-11
[2025-05-08 17:51:48] Best of swarm: 2.08708420731012
[2025-05-08 17:51:48] Best of swarm: 9.428900869927003e-13
[2025-05-08 17:51:49] Best of swarm: 1.9066496095840124e-07
[2025-05-08 17:51:50] Best of swarm: 7.397821592147415e-08
[2025-05-08 17:51:50] Best of swarm: 3.20348663232668e-15
[2025-05-08 17:51:53] Best of swarm: 3.23327046251313e-10
[2025-05-08 17:51:53] Best of swarm: 1.7412766750441142
[2025-05-08 17:51:53] Best of swarm: 1.2578943373835935e-08
[2025-05-08 17:51:54] Best of swarm: 1.753579931621482e-12
[2025-05-08 17:51:55] Best of swarm: 1.1527397790371813e-07
[2025-05-08 17:51:56] Best of swarm: 4.493692609259539e-11
[2025-05-08 17:51:58] Best of swarm: 1.5401699568272784e-08
[2025-05-08 17:51:58] Best of swarm: 1.9852089430423632
[2025-05-08 17:51:59] Best of swarm: 1.7395491200423714e-08
[2025-05-08 17:51:59] Best of swarm: 1.95294890188543e-06
[2025-05-08 17:52:01] Best of swarm: 1.3321767089983358e-07
